pose-01059	"My goal is for each neighborhood or area to have its own vibe, to be its own destination. Visually appealing signage at neighborhood entrances and wayfaring signage in populated areas is an easy first step and a resource for both residents and visitors."	promise kept	https://www.politifact.com/florida/promises/krise-o-meter/promise/1141/install-signage-neighborhood-entrances-and-wayfari/	None	krise-o-meter	Rick Kriseman	None	None	Install signage at neighborhood entrances and wayfaring signage in populated areas	2013-12-31T12:18:33	None	['None']
pose-01346	"I will veto. I will unsign that (President Barack Obama's gun executive order) so fast."	promise kept	https://www.politifact.com/truth-o-meter/promises/trumpometer/promise/1438/reverse-barack-obamas-2016-gun-executive-order/	None	trumpometer	Donald Trump	None	None	Reverse Barack Obama's 2016 gun executive order	2017-01-17T08:40:49	None	['None']
pose-01203	"As mayor, I will launch a pre-kindergarten initiative aimed at helping to institutionalize pre-K for three- and four-year-olds in our city as one of the Mayor's Education Outreach Coordinator's highest-priority projects."	in the works	https://www.politifact.com/texas/promises/adler-o-meter/promise/1293/launch-pre-kindergarten-initiative/	None	adler-o-meter	Steve Adler	None	None	Launch a pre-kindergarten initiative	2015-01-19T00:02:00	None	['None']
pose-00681	"I will issue a strong executive order on ethics on my first day of office. I will attack the culture of corruption and cronyism that hinders job creation starting on my first day in office. I will demand the highest standards of appropriate behavior. This executive order will designate one individual as the contact person for all state and municipal employees, as well as private citizens, to contact with concerns about unethical behavior involving state and local government."	promise kept	https://www.politifact.com/rhode-island/promises/linc-o-meter/promise/711/issue-executive-order-on-ethics-on-first-day-in-of/	None	linc-o-meter	Lincoln Chafee	None	None	Issue executive order on ethics on first day in office	2010-12-22T12:01:53	None	['None']
pose-00208	"Barack Obama will direct his Attorney General and Homeland Security Secretary to meet with their Latin American and Caribbean counterparts in the first year of his presidency to produce a regional strategy to combat drug trafficking, domestic and transnational gang activity, and organized crime. A hemispheric pact on security, crime and drugs will permit the U.S. and Latin America and the Caribbean to advance serious and measurable drug demand reduction goals, while fostering cooperation on intelligence and investigating criminal activity.	compromise	https://www.politifact.com/truth-o-meter/promises/obameter/promise/223/direct-attorney-general-and-homeland-security-secr/	None	obameter	Barack Obama	None	None	Direct attorney general and homeland security secretary to meet with Latin American leaders to develop a hemispheric crime strategy	2010-01-07T13:26:52	None	['United_States', 'Latin_America', 'Caribbean', 'Barack_Obama']
pose-00480	"That's why I am committed to pursuing greater funding for the EPA so that its responsibilities are carried out. Clean water, land and air, and ensuring the health and safety of our citizens, especially children, will be high priorities in an Obama Administration."	promise kept	https://www.politifact.com/truth-o-meter/promises/obameter/promise/500/increase-funding-for-the-environmental-protection-/	None	obameter	Barack Obama	None	None	Increase funding for the Environmental Protection Agency	2010-01-07T13:27:00	None	['Presidency_of_Barack_Obama', 'United_States_Environmental_Protection_Agency']
pose-00986	Will voluntarily and immediately pay the full employee contribution for his own pension if elected governor. “Currently, Wisconsin taxpayers foot the bill for both the employer and employee contributions for the pension benefit received by state employees and elected officials.”	promise broken	https://www.politifact.com/wisconsin/promises/walk-o-meter/promise/1021/immediately-pay-full-employee-contribution-his-sta/	None	walk-o-meter	Scott Walker	None	None	Immediately pay full employee contribution on his state pension	2011-11-04T18:46:38	None	['Wisconsin']
pose-01055	"I will ... continue and strengthen the Mayor’s Mentors & More program (now under the St. Pete’s Promise umbrella)."	promise kept	https://www.politifact.com/florida/promises/krise-o-meter/promise/1137/continue-and-strengthen-mayors-mentors-more-progra/	None	krise-o-meter	Rick Kriseman	None	None	Continue and strengthen the Mayor’s Mentors & More program	2013-12-31T12:17:23	None	['None']
pose-00463	"Will re-commit federal resources to public mass transportation projects across the country. Obama and Biden will work with state and local governments across the country on efforts to create new, effective public transportation systems and modernize our aging urban public transit infrastructure."	promise kept	https://www.politifact.com/truth-o-meter/promises/obameter/promise/483/invest-in-public-transportation/	None	obameter	Barack Obama	None	None	Invest in public transportation	2010-01-07T13:27:00	None	['Barack_Obama', 'Joe_Biden']
pose-00585	"I will ensure these offices (local economic development offices) have the right resources and trained specialists so they can assist their local businesses obtain state and federal grants, and to comply with state and local regulatory processes in the least costly manner."	promise broken	https://www.politifact.com/florida/promises/scott-o-meter/promise/609/put-grant-writing-and-regulatory-specialists-in-lo/	None	scott-o-meter	Rick Scott	None	None	Put grant-writing and regulatory specialists in local economic development offices	2010-12-21T09:36:20	None	['None']
pose-00503	Will provide "support to domestic automakers to invest $50 billion to retool their manufacturing facilities in America to produce [fuel efficient] vehicles."	promise broken	https://www.politifact.com/truth-o-meter/promises/obameter/promise/523/invest-50-billion-auto-manufacturing-facilities-fu/	None	obameter	Barack Obama	None	None	Invest $50 billion in auto manufacturing facilities for fuel efficient vehicles	2010-04-07T13:46:55	None	['United_States']
pose-00549	Will establish teacher evaluation system: "Under my plan, teachers will be evaluated based on the following five criteria: planning and preparation, classroom environment, quality of instruction, professional responsibilities, and yearly student progress. Teachers will receive an overall rating of 'ineffective,' 'needs improvement,' 'satisfactory,' or 'exemplary.' Teachers who are rated 'ineffective' two years in a row will lose their teaching license, while all teachers rated as 'satisfactory' or 'exemplary' will be eligible for bonuses."	compromise	https://www.politifact.com/wisconsin/promises/walk-o-meter/promise/572/establish-teacher-evaluation-system/	None	walk-o-meter	Scott Walker	None	None	Establish teacher evaluation system	2010-12-20T23:16:36	None	['None']
pose-01168	"Many states have implemented an A through F rating system for individual campuses with great success." Each campus website should show the school's A through F rating and other indicators of success.	promise kept	https://www.politifact.com/texas/promises/abbott-o-meter/promise/1258/rate-school-campuses-through-f-scale-require-publi/	None	abbott-o-meter	Greg Abbott	None	None	Rate school campuses on A through F scale; require publication of campus report cards	2015-01-20T14:00:00	None	['None']
pose-00909	"Bob Buckhorn will establish a Landlord Training Program, which will train the city’s landlords on code requirements, code enforcement procedures, and techniques for maintaining their properties in a manner that will help prevent code violations in our rental communities."	promise kept	https://www.politifact.com/florida/promises/buck-o-meter/promise/941/establish-a-landlord-training-program/	None	buck-o-meter	Bob Buckhorn	None	None	Establish a landlord training program	2011-05-18T14:33:25	None	['Bob_Buckhorn']
pose-00077	"Will mandate insurance coverage of autism treatment and will also continue to work with parents, physicians, providers, researchers, and schools to create opportunities and effective solutions for people with ASD (autism spectrum disorders)."	compromise	https://www.politifact.com/truth-o-meter/promises/obameter/promise/80/mandate-insurance-coverage-of-autism-treatment/	None	obameter	Barack Obama	None	None	Mandate insurance coverage of autism treatment	2010-01-07T13:26:47	None	['None']
pose-00200	"Barack Obama and Joe Biden will introduce a new Rapid Response Fund – a seed fund that will provide a shot of adrenaline to young democracies and post-conflict societies, through foreign aid, debt relief, technical assistance and investment packages that show the people of newly hopeful countries that democracy and peace deliver, and the United States stands by them."	promise kept	https://www.politifact.com/truth-o-meter/promises/obameter/promise/215/create-a-rapid-response-fund-for-emerging-democrac/	None	obameter	Barack Obama	None	None	Create a rapid response fund for emerging democracies	2010-01-07T13:26:51	None	['United_States', 'Joe_Biden', 'Barack_Obama']
pose-00801	"Create a $100 million T-STEM Challenge Scholarship for students at universities, community colleges and technical colleges pursuing degrees and certifications in the science, technology, engineering, math or medical fields."	compromise	https://www.politifact.com/texas/promises/perry-o-meter/promise/832/create-100-million-texas-science-technology-eng/	None	perry-o-meter	Rick Perry	None	None	Create $100 million Texas-Science, Technology, Engineering and Math scholarship fund	2011-01-13T12:33:38	None	['None']
pose-00737	“Kill the death tax. You know the death tax, all these people who are successful, they’re moving to Florida. Florida doesn’t have a death tax. So we’ve got to get rid of that so the entrepreneurs, the job creators, stay."	promise kept	https://www.politifact.com/ohio/promises/kasich-o-meter/promise/767/eliminate-ohios-estate-tax/	None	kasich-o-meter	John Kasich	None	None	Eliminate Ohio's estate tax	2011-01-07T15:00:02	None	['None']
pose-00837	"FitzGerald will direct the county Jobs & Family Services department to establish metrics-based programming that focuses on connecting young people with suitable internship and job opportunities and develop a meaningful internship program for Cuyahoga County."	in the works	https://www.politifact.com/ohio/promises/fitz-o-meter/promise/869/develop-internships-and-job-opportunities-for-youn/	None	fitz-o-meter	Ed FitzGerald	None	None	Develop internships and job opportunities for young people	2011-01-20T13:56:11	None	['None']
pose-01324	"Establish new immigration controls to boost wages and to ensure that open jobs are offered to American workers first."	in the works	https://www.politifact.com/truth-o-meter/promises/trumpometer/promise/1416/hire-american-workers-first/	None	trumpometer	Donald Trump	None	None	Hire American workers first	2017-01-17T09:06:53	None	['United_States']
pose-00817	Will work with lawmakers to "pass legislation allowing prosecutors to seek life without parole for repeat offenders convicted of sexual assault or aggravated sexual assault."	promise kept	https://www.politifact.com/texas/promises/perry-o-meter/promise/849/pass-law-permitting-prosecutors-to-seek-life-witho/	None	perry-o-meter	Rick Perry	None	None	Pass law permitting prosecutors to seek life without parole for certain repeat sex offenders	2012-12-10T10:00:00	None	['None']
pose-01025	For victims of Superstorm Sandy: "We are going to be with them every step of the way in helping them to rebuild their lives."	promise kept	https://www.politifact.com/truth-o-meter/promises/obameter/promise/1105/help-victims-superstorm-sandy-rebuild-their-lives/	None	obameter	Barack Obama	None	None	Help victims of superstorm Sandy 'rebuild their lives'	2013-01-20T06:00:00	None	['None']
pose-00116	Provide "funds to help communities, nonprofit organizations and police combat domestic violence, sexual assault and stalking."	promise kept	https://www.politifact.com/truth-o-meter/promises/obameter/promise/121/fully-fund-the-violence-against-women-act/	None	obameter	Barack Obama	None	None	Fully fund the Violence Against Women Act	2010-01-07T13:26:48	None	['None']
pose-00595	"We need to support our hard working, dedicated teachers who understand the importance of getting good results. I believe we should hold people accountable for those results and when they produce, they should be rewarded. In business, we judge that by the quality of work people produce. In the same way, a 'merit pay' plan would reward high-performing teachers and hold school administrators accountable, while under-performing teachers would be challenged to improve."	promise kept	https://www.politifact.com/florida/promises/scott-o-meter/promise/619/pay-teachers-based-on-performance-merit-pay/	None	scott-o-meter	Rick Scott	None	None	Pay teachers based on performance (merit pay)	2010-12-21T09:36:20	None	['None']
pose-01011	Move aggressively on the municipal level to curb future pension costs, avoid protracted litigation, ensure employment stability, be fair to workers, older workers in particular, and honestly address all the critical issues facing the state with respect to pension benefits.	stalled	https://www.politifact.com/rhode-island/promises/linc-o-meter/promise/1089/reform-municipal-employee-pension-plans/	None	linc-o-meter	Lincoln Chafee	None	None	Reform municipal employee pension plans	2012-04-18T12:17:51	None	['None']
pose-00615	He said he will forgo the $130,273 salary if elected governor.	promise kept	https://www.politifact.com/florida/promises/scott-o-meter/promise/641/will-not-take-the-130000-governors-salary/	None	scott-o-meter	Rick Scott	None	None	Will not take the $130,000 governor's salary	2010-12-21T09:36:20	None	['None']
pose-01052	"It’s time that St. Petersburg’s Mayor, like so many other mayors, delivers an annual State of the City address to keep the public better informed. I will do that, and I will make myself and my staff available to the press on a regular basis."	promise kept	https://www.politifact.com/florida/promises/krise-o-meter/promise/1134/deliver-state-city-address-every-year/	None	krise-o-meter	Rick Kriseman	None	None	Deliver state of city address every year	2013-12-31T12:16:31	None	['None']
pose-00926	Gimenez "pledged to maintain services and not lay off police officers" or close fire stations.	promise kept	https://www.politifact.com/florida/promises/carlos-o-meter/promise/958/no-lay-offs-police-or-firefighters/	None	carlos-o-meter	Carlos Gimenez	None	None	No layoffs for police; no closed fire stations	2011-12-08T11:21:37	None	['None']
pose-00149	"End the abuse of the supplemental budgets, where much of the money has been lost, by creating system of oversight for war funds as stringent as in the regular budget."	promise kept	https://www.politifact.com/truth-o-meter/promises/obameter/promise/161/end-the-abuse-of-supplemental-budgets-for-war/	None	obameter	Barack Obama	None	None	End the abuse of supplemental budgets for war	2010-01-07T13:26:50	None	['None']
pose-01018	"I’ve said that I want to consolidate a whole bunch of government agencies. We should have one secretary of business, instead of nine different departments that are dealing with things like getting loans to SBA [the Small Business Administration] or helping companies with exports. There should be a one-stop shop. Now, the reason we haven’t done that is not because of some big ideological difference. It has to do with Congress talking a good game about wanting to streamline government, but being very protective about not giving up their jurisdiction over various pieces of government."	promise broken	https://www.politifact.com/truth-o-meter/promises/obameter/promise/1098/create-secretary-business-and-consolidate-nine-gov/	None	obameter	Barack Obama	None	None	Create a secretary of business and consolidate nine goverment agencies on business into one	2013-01-20T06:00:00	None	['United_States_Congress', 'Small_Business_Administration']
pose-01285	"We will move the American embassy to the eternal capital of the Jewish people, Jerusalem."	promise kept	https://www.politifact.com/truth-o-meter/promises/trumpometer/promise/1377/move-us-embassy-tel-aviv-jerusalem/	None	trumpometer	Donald Trump	None	None	Move U.S. Embassy in Tel Aviv to Jerusalem	2017-01-17T09:10:29	None	['United_States', 'Jerusalem', 'Jews']
pose-01082	In 2010, then-Congressman Nathan Deal unveiled a series of education initiatives he pledged to enact if voters would sign off on his plans for a job change and elect him Georgia’s 82nd governor. Among them was the promise that teachers would have a big financial incentive to work in bad schools. "Teachers who agree to dedicate their time in one of our state's most underperforming schools would further be rewarded by accruing service credit at twice the rate, earning two years of credit for each calendar year served,” Deal said in a press release dated Sept. 7, 2010. At that time, 503, or 22.6 percent, of the state’s 2,221 public schools were failing to make adequate yearly progress, the measure of achievement under the federal No Child Left Behind law. We checked in with some in-the-know education advocates to see whether they’d heard of any action on this Deal campaign promise. None had. “That’s a campaign promise that probably fell victim to a comfortable electoral margin,” one said. We went to Deal’s re-election campaign and spokeswoman Jennifer Talaber with some basic questions. Has the governor taken any steps to see whether this could become a reality or is feasible? Has he gotten any projections on the potential costs? Is he still pursuing this? In one of several email exchanges that followed, Talaber said: “It’s still a goal.” But other things had to come first, she said. “In order to enact any merit-based incentives, we first had to fix the flawed (teacher) evaluation system which, when Deal came to office in 2011, was rating 99 percent of teachers as ‘satisfactory’,” Talaber said. “We did that in 2013.” The new evaluation system will be fully implemented during the 2014-2015 school year, she said. “Once that groundwork is laid, we can begin pursuing new initiatives,” Talaber said. Deal’s plan would allow teachers to earn two years of credit toward retirement for every one year they work in one of the state’s most underperforming schools, the spokeswoman said. No study has been done to determine the costs, Talaber said. Under the Teacher Retirement System of Georgia, a teacher who retires with 30 years of service can draw about 60 percent of the average of his or her highest two consecutive years of pay. Some districts also offer their teachers a local pension or allow them to participate in Social Security. As of May 31, the state’s teacher retirement system had 214,567 active members and 104,091 retired members. The system paid out more than $3.5 billion in fiscal 2013 and expects to pay out $3.7 billion for the year ending June 30, said Jeff Ezell, the system’s executive director. Deal “remains committed to improving the quality of students’ education and rewarding Georgia’s most effective teachers,” Talaber said.	stalled	https://www.politifact.com/georgia/promises/deal-o-meter/promise/1165/pay-working-tough-schools-still-goal-spokeswoman-s/	None	deal-o-meter	Nathan Deal	None	None	Pay off for working in tough schools 'still a goal,' spokeswoman says	2014-06-10T00:00:00	None	['Nathan_Deal', 'Georgia_(U.S._state)', 'Social_Security_(United_States)']
pose-01102	As Governor, I will institute a Homeowners Bill of Rights (that will) . . . require banks to prove that the value of foreclosure outweighs the value of modifying the home before denying homeowners the opportunity to modify their loan . . . require all lenders to make a filing of all foreclosure notices with the state within three days . . . (maintain) a registry of all lenders who have had complaints lodged against them . . . (ban) all mortgage originators who have been found to engaged in dishonest and fraudulent practices . . . (require) background checks on all mortgage originators . . . (enact) stiffer penalties for lenders that make procedural omissions and errors, produce fraudulent documents, or otherwise act in bad faith during the foreclosures process.	not yet rated	https://www.politifact.com/rhode-island/promises/gina-meter/promise/1185/institute-homeowners-bill-rights/	None	gina-meter	Gina Raimondo	None	None	Institute a Homeowners Bill of Rights	2014-12-19T07:57:45	None	['None']
pose-01271	"That’s why I have a concealed carry permit and why tens of millions of Americans do, too. That permit should be valid in all 50 states.”	in the works	https://www.politifact.com/truth-o-meter/promises/trumpometer/promise/1362/expand-national-right-carry-all-50-states/	None	trumpometer	Donald Trump	None	None	Expand national right to carry to all 50 states	2017-01-17T09:09:40	None	['United_States']
pose-00174	"Barack Obama will prioritize security investments in our refineries and pipelines and power grids."	compromise	https://www.politifact.com/truth-o-meter/promises/obameter/promise/187/-prioritize-security-investments-in-refineries-pi/	None	obameter	Barack Obama	None	None	Prioritize security investments in refineries, pipelines and power grids	2010-01-07T13:26:50	None	['None']
pose-01353	Moving forward Rick Kriseman will "pay a $15 by 2020 minimum wage for city employees."	not yet rated	https://www.politifact.com/florida/promises/krise-o-meter/promise/1445/increase-minimum-wage-15-city-workers/	None	krise-o-meter	Rick Kriseman	None	None	Increase the minimum wage to $15 for city workers	2018-01-02T12:08:00	None	['None']
pose-00423	Will "require 10 Percent of electricity to come from renewable sources by 2012. Barack Obama and Joe Biden will establish a 10 percent federal Renewable Portfolio Standard (RPS) to require that 10 percent of electricity consumed in the U.S. is derived from clean, sustainable energy sources, like solar, wind and geothermal by 2012."	promise kept	https://www.politifact.com/truth-o-meter/promises/obameter/promise/443/require-10-percent-renewable-energy-by-2012/	None	obameter	Barack Obama	None	None	Require 10 percent renewable energy by 2012	2010-01-07T13:26:58	None	['United_States', 'Joe_Biden', 'Barack_Obama']
pose-00582	Will make "a 35 percent reduction in workers' compensation costs."	promise broken	https://www.politifact.com/florida/promises/scott-o-meter/promise/606/lower-workers-compensation-costs-by-35-percent/	None	scott-o-meter	Rick Scott	None	None	Lower workers' compensation costs by 35 percent	2010-12-21T09:36:20	None	['None']
pose-00028	"Will address the infrastructure challenge by creating a National Infrastructure Reinvestment Bank to expand and enhance, not supplant, existing federal transportation investments. This independent entity will be directed to invest in our nation's most challenging transportation infrastructure needs. The Bank will receive an infusion of federal money, $60 billion over 10 years, to provide financing to transportation infrastructure projects across the nation. These projects will create up to two million new direct and indirect jobs and stimulate approximately $35 billion per year in new economic activity."	promise broken	https://www.politifact.com/truth-o-meter/promises/obameter/promise/31/create-a-60-billion-bank-to-fund-roads-and-bridge/	None	obameter	Barack Obama	None	None	Create a $60 billion bank to fund roads and bridges	2010-01-07T13:26:46	None	['None']
pose-00781	"Corporate net worth taxes penalize growth and development of wealth in Georgia, and as Governor, Nathan Deal will work to eliminate this duplicative layer of taxation. By doing so, the state will send a strong signal to current and prospective businesses that Georgia is an ideal place to call home and provide an environment in which to grow. Loss of revenue would be minimal to the state and would quickly be replaced by a stronger corporate presence and improved environment within which growth and development will be encouraged."	not yet rated	https://www.politifact.com/georgia/promises/deal-o-meter/promise/811/eliminate-net-worth-tax/	None	deal-o-meter	Nathan Deal	None	None	Eliminate net worth tax	2011-01-06T16:27:46	None	['Nathan_Deal', 'Georgia_(U.S._state)']
pose-01121	Work to identify unneeded state assets and sell them to reduce costs. Use the proceeds to pay down state debt.	promise broken	https://www.politifact.com/wisconsin/promises/walk-o-meter/promise/1207/sell-unneeded-state-assets-state-debt-reduction/	None	walk-o-meter	Scott Walker	None	None	Sell unneeded state assets for state debt reduction	2015-01-04T12:26:38	None	['None']
pose-00656	Block "funding for implementation" of the health care bill," and block "the issuance of the regulations necessary to implement it." Use "every tool at our disposal to achieve full repeal of ObamaCare."	promise broken	https://www.politifact.com/truth-o-meter/promises/gop-pledge-o-meter/promise/686/block-funding-for-implementation-of-health-care-bi/	None	gop-pledge-o-meter	Eric Cantor	None	None	Block funding for implementation of health care bill	2010-12-22T09:57:30	None	['Patient_Protection_and_Affordable_Care_Act']
pose-00301	"Will restore the strength of the Superfund program by requiring polluters to pay for the cleanup of contaminated sites they created."	promise broken	https://www.politifact.com/truth-o-meter/promises/obameter/promise/318/restore-superfund-program-so-that-polluters-pay-fo/	None	obameter	Barack Obama	None	None	Restore Superfund program so that polluters pay for clean-ups	2010-01-07T13:26:54	None	['None']
pose-00770	Deal's plan would allow students to progress to higher levels without having to complete unnecessary hours…"We will no longer tie the hands of students and teachers by imposing arbitrary 'seat time' requirements."	not yet rated	https://www.politifact.com/georgia/promises/deal-o-meter/promise/800/allow-students-to-progress-to-higher-levels-witho/	None	deal-o-meter	Nathan Deal	None	None	Allow students to progress to higher levels without having to complete unnecessary hours	2011-01-06T16:27:46	None	['None']
pose-00996	Will “Restructure the Department of Economic and Community Development by decentralizing the home office and pushing leadership and support to the regional level.”	promise kept	https://www.politifact.com/tennessee/promises/haslam-o-meter/promise/1063/decentralize-the-department-of-economic-and-commun/	None	haslam-o-meter	Bill Haslam	None	None	Decentralize the Department of Economic and Community Development	2012-01-18T15:26:36	None	['None']
pose-00943	"As governor, Bob McDonnell will work with the health care community to identify and execute incentives to promote increased use of electronic medical records and electronic Medicaid submissions."	promise kept	https://www.politifact.com/virginia/promises/bob-o-meter/promise/977/provide-incentives-for-electornic-medical-records/	None	bob-o-meter	Bob McDonnell	None	None	Provide incentives for electronic medical records	2011-09-09T12:56:22	None	['Bob_McDonnell']
pose-00276	As president, "will use the bully pulpit to urge states to treat same-sex couples with full equality in their family and adoption laws."	promise kept	https://www.politifact.com/truth-o-meter/promises/obameter/promise/292/urge-states-to-treat-same-sex-couples-with-full-eq/	None	obameter	Barack Obama	None	None	Urge states to treat same-sex couples with full equality in their family and adoption laws	2010-01-07T13:26:54	None	['None']
pose-00349	"Immediately following a catastrophe, Barack Obama will appoint a Federal Coordinating Officer to direct reconstruction efforts. The job of the FCO and his or her staff will be to cut through bureaucratic obstacles, get federal agencies to work together and to coordinate efforts with local officials. Obama and Biden will ensure bipartisan staffing to ensure that politics do not override the real needs of the recovering community."	promise kept	https://www.politifact.com/truth-o-meter/promises/obameter/promise/368/direct-rebuilding-efforts-from-the-white-house-aft/	None	obameter	Barack Obama	None	None	Direct rebuilding efforts from the White House after a catastrophe	2010-01-07T13:26:56	None	['Barack_Obama', 'Joe_Biden', 'Foreign_and_Commonwealth_Office']
pose-00250	Will "support federal policies to encourage voluntary water banks, wastewater treatment, and other market-based conservation measures" to address the water shortage in western states.	promise kept	https://www.politifact.com/truth-o-meter/promises/obameter/promise/266/encourage-water-conservation-efforts-in-the-west/	None	obameter	Barack Obama	None	None	Encourage water-conservation efforts in the West	2010-01-07T13:26:53	None	['None']
pose-00775	"Transitioning debt service away from the Georgia Department of Transportation and dedicating all of the motor fuel tax revenues to transportation projects."	not yet rated	https://www.politifact.com/georgia/promises/deal-o-meter/promise/805/dedicate-all-of-the-motor-fuel-tax-revenues-to-tra/	None	deal-o-meter	Nathan Deal	None	None	Dedicate all of the motor fuel tax revenues to transportation projects	2011-01-06T16:27:46	None	['None']
pose-00663	Immediately approve pending free trade agreements with Colombia, Panama and South Korea.	promise kept	https://www.politifact.com/truth-o-meter/promises/gop-pledge-o-meter/promise/693/approve-pending-free-trade-agreements-with-colombi/	None	gop-pledge-o-meter	John Boehner	None	None	Approve pending free trade agreements with Colombia, Panama and South Korea	2010-12-22T09:57:30	None	['Colombia', 'South_Korea', 'Panama']
pose-00209	"The (Bush) administration has consistently proposed to cut or eliminate funding for the Byrne Justice Assistance Grant (Byrne/JAG) program, which funds anti-drug and anti-gang task forces across the country. …Since 2000, this program has been cut more than 83 percent. ... As president, Obama will restore funding."	promise kept	https://www.politifact.com/truth-o-meter/promises/obameter/promise/224/restore-funding-for-the-byrne-justice-assistance-g/	None	obameter	Barack Obama	None	None	Restore funding for the Byrne Justice Assistance Grant (Byrne/JAG) program	2010-01-07T13:26:52	None	['Barack_Obama', 'George_W._Bush']
pose-01174	Districts would choose methods of assessing prekindergarten students at the start and finish of each school year from a list of approaches developed by the state.	compromise	https://www.politifact.com/texas/promises/abbott-o-meter/promise/1264/require-school-districts-prekindergarten-assess-st/	None	abbott-o-meter	Greg Abbott	None	None	Require school districts with prekindergarten to assess student performance twice annually	2015-01-20T14:00:00	None	['None']
pose-00554	Will "remove enrollment caps for private school choice program and for virtual charter schools."	promise kept	https://www.politifact.com/wisconsin/promises/walk-o-meter/promise/577/remove-enrollment-caps-for-private-school-choice-p/	None	walk-o-meter	Scott Walker	None	None	Remove enrollment caps for private school choice program and for virtual charter schools	2010-12-20T23:16:36	None	['None']
pose-00211	"Barack Obama and Joe Biden will use all diplomatic means at his disposal to achieve change in China's manipulation of the value of its currency, a practice that contributes to massive global imbalances and provides Chinese companies with an unfair competitive advantage."	compromise	https://www.politifact.com/truth-o-meter/promises/obameter/promise/226/urge-china-to-stop-manipulation-of-its-currency-va/	None	obameter	Barack Obama	None	None	Urge China to stop manipulation of its currency value	2010-01-07T13:26:52	None	['China', 'Joe_Biden', 'Barack_Obama']
