bove-00207	Did Haryana Government Fly Dera Chief In An Adani Helicopter?: A FactCheck	none	https://www.boomlive.in/did-haryana-government-fly-dera-chief-in-an-adani-helicopter-a-factcheck/	None	None	None	None	None	Did Haryana Government Fly Dera Chief In An Adani Helicopter?: A FactCheck	Aug 27 2017 6:55 pm, Last Updated: Aug 27 2017 7:01 pm	None	['None']
bove-00186	Rohingya Crisis: Fake Images Are Sowing Distrust And Fueling Bigotry On Both Sides	none	https://www.boomlive.in/rohingya-crisis-fake-images-are-sowing-distrust-and-fueling-bigotry-on-both-sides/	None	None	None	None	None	Rohingya Crisis: Fake Images Are Sowing Distrust And Fueling Bigotry On Both Sides	Sep 17 2017 10:01 am, Last Updated: Sep 17 2017 3:53 pm	None	['None']
bove-00222	Video Of Students Beaten In Allahabad, UP Goes Viral As Valsad, Gujarat	none	https://www.boomlive.in/video-of-students-beaten-in-allahabad-up-goes-viral-as-valsad-gujarat/	None	None	None	None	None	Video Of Students Beaten In Allahabad, UP Goes Viral As Valsad, Gujarat	Aug 11 2017 3:35 pm, Last Updated: Aug 16 2017 1:32 pm	None	['Allahabad', 'Gujarat']
bove-00029	Viral Image Of PM Modi With AIIMS Doctors Creates A Stir: A FactCheck	none	https://www.boomlive.in/viral-image-of-pm-modi-with-aiims-doctors-creates-a-stir-a-factcheck/	None	None	None	None	None	Viral Image Of PM Modi With AIIMS Doctors Creates A Stir: A FactCheck	Aug 18 2018 9:06 am	None	['None']
bove-00014	Is This A Video Of Indian Soldiers Torturing A Kashmiri?: A FactCheck	none	https://www.boomlive.in/is-this-a-video-of-indian-soldiers-torturing-a-kashmiri-a-factcheck/	None	None	None	None	None	Is This A Video Of Indian Soldiers Torturing A Kashmiri?: A FactCheck	Sep 24 2018 6:19 pm, Last Updated: Sep 24 2018 11:41 pm	None	['None']
bove-00026	AP Police Confirm Assault On Forest Official, Deny Political Link	none	https://www.boomlive.in/ap-police-confirm-assault-on-forest-official-deny-political-link/	None	None	None	None	None	AP Police Confirm Assault On Forest Official, Deny Political Link	Aug 22 2018 7:36 pm, Last Updated: Aug 22 2018 11:12 pm	None	['None']
bove-00243	Video Exaggerates 9 Public Sector Banks Could Collapse Because Of Bad Loans: A FactCheck	none	https://www.boomlive.in/video-exaggerates-9-public-sector-banks-could-collapse-because-of-bad-loans-a-factcheck/	None	None	None	None	None	Video Exaggerates 9 Public Sector Banks Could Collapse Because Of Bad Loans: A FactCheck	Jul 13 2017 4:52 pm, Last Updated: Jul 14 2017 12:38 pm	None	['None']
bove-00277	Is UN Planning Biometric Identification For Humanity By 2030?: A FactCheck	none	https://www.boomlive.in/is-un-planning-biometric-identification-for-humanity-by-2030-a-factcheck/	None	None	None	None	None	Is UN Planning Biometric Identification For Humanity By 2030?: A FactCheck	Apr 27 2017 12:53 pm	None	['None']
bove-00122	Did Anna Hazare Draw Huge Crowds In Karnataka?: A FactCheck	none	https://www.boomlive.in/did-anna-hazare-draw-huge-crowds-in-karnataka-a-factcheck/	None	None	None	None	None	Did Anna Hazare Draw Huge Crowds In Karnataka?: A FactCheck	Jan 05 2018 2:35 pm, Last Updated: Jan 05 2018 3:15 pm	None	['None']
bove-00150	The Real Story Behind The Huge Crowds Gathered At IPhone Launches	none	https://www.boomlive.in/the-real-story-behind-the-huge-crowds-gathered-at-iphone-launches/	None	None	None	None	None	The Real Story Behind The Huge Crowds Gathered At IPhone Launches	Nov 06 2017 3:14 pm	None	['None']
bove-00189	No, This Is Not An Army Officer’s Son; This Is Pakistan’s Ghulam-e-Murtaza	none	https://www.boomlive.in/no-this-is-not-an-army-officers-son-this-is-pakistans-ghulam-e-murtaza/	None	None	None	None	None	No, This Is Not An Army Officer’s Son; This Is Pakistan’s Ghulam-e-Murtaza	Sep 13 2017 2:17 pm, Last Updated: Sep 23 2017 3:00 pm	None	['None']
bove-00041	Times Of India Uses Fake Image To Alert Readers About Viral Kiki Challenge	none	https://www.boomlive.in/times-of-india-uses-fake-image-to-alert-readers-about-viral-kiki-challenge/	None	None	None	None	None	Times Of India Uses Fake Image To Alert Readers About Viral Kiki Challenge	Jul 30 2018 6:40 pm	None	['None']
bove-00024	Crying Schoolgirl & Grandmother: Twists & Turns Behind This Viral Image	none	https://www.boomlive.in/crying-schoolgirl-grandmother-twists-turns-behind-this-viral-image/	None	None	None	None	None	Crying Schoolgirl & Grandmother: Twists & Turns Behind This Viral Image	Aug 23 2018 7:58 pm, Last Updated: Aug 24 2018 11:50 am	None	['None']
bove-00136	From Indian Media To NYT: How The ‘Donkeys Jailed In UP’ Story Went Viral	none	https://www.boomlive.in/from-indian-media-to-nyt-how-the-donkeys-jailed-in-up-story-went-viral/	None	None	None	None	None	From Indian Media To NYT: How The ‘Donkeys Jailed In UP’ Story Went Viral	Nov 29 2017 9:24 pm, Last Updated: Nov 29 2017 9:27 pm	None	['None']
bove-00167	Fact Vs Fiction: Fake News After Las Vegas Mass Shooting	none	https://www.boomlive.in/fact-vs-fiction-fake-news-after-las-vegas-mass-shooting/	None	None	None	None	None	Fact Vs Fiction: Fake News After Las Vegas Mass Shooting	Oct 06 2017 4:51 pm, Last Updated: Dec 15 2017 2:12 pm	None	['None']
bove-00012	Did Amit Shah Say 100 Crore Infiltrators Have Entered India?: A FactCheck	none	https://www.boomlive.in/did-amit-shah-say-100-crore-infiltrators-have-entered-india-a-factcheck/	None	None	None	None	None	Did Amit Shah Say 100 Crore Infiltrators Have Entered India?: A FactCheck	Sep 25 2018 8:29 pm, Last Updated: Sep 26 2018 1:37 pm	None	['None']
bove-00096	“Pure, Utter Rubbish,” Says Raghuram Rajan About Fake Quote On PNB Scam	none	https://www.boomlive.in/pure-utter-rubbish-says-raghuram-rajan-about-fake-quote-on-pnb-scam/	None	None	None	None	None	“Pure, Utter Rubbish,” Says Raghuram Rajan About Fake Quote On PNB Scam	Mar 10 2018 10:39 pm, Last Updated: Mar 15 2018 12:37 pm	None	['None']
bove-00292	Google Takes On Fake News With New Fact Check Feature	none	https://www.boomlive.in/google-launches-fact-check-feature-globally-to-fight-fake-news/	None	None	None	None	None	Google Takes On Fake News With New Fact Check Feature	Apr 08 2017 11:16 am, Last Updated: Apr 15 2017 3:07 pm	None	['None']
bove-00154	Over 65% Of Crimes Against Foreign Tourists Are Theft: A Data Fact File	none	https://www.boomlive.in/over-65-of-crimes-against-foreign-tourists-are-theft-a-data-fact-file/	None	None	None	None	None	Over 65% Of Crimes Against Foreign Tourists Are Theft: A Data Fact File	Oct 31 2017 7:43 pm, Last Updated: Nov 01 2017 10:45 am	None	['None']
bove-00183	No, Ramdev’s Patanjali Is Not Selling Chicken Masala Spice	none	https://www.boomlive.in/no-ramdevs-patanjali-is-not-selling-chicken-masala-spice/	None	None	None	None	None	No, Ramdev’s Patanjali Is Not Selling Chicken Masala Spice	Sep 21 2017 5:09 pm, Last Updated: Sep 22 2017 1:35 pm	None	['None']
bove-00127	Fact Vs Fiction: Fake Image Of The Indian Soldiers, Shashi Tharoor’s Goof-Up On Twitter	none	https://www.boomlive.in/fact-vs-fiction-fake-image-of-the-indian-soldiers-malicious-video-from-pakistan-shared-to-stir-bigotry/	None	None	None	None	None	Fact Vs Fiction: Fake Image Of The Indian Soldiers, Shashi Tharoor’s Goof-Up On Twitter	Dec 22 2017 1:51 pm	None	['None']
bove-00064	J&K Police Slams Madhu Kishwar, Calls Her Tweet On Burhan Wani ‘Concocted’	none	https://www.boomlive.in/jk-police-slams-madhu-kishwar-calls-her-tweet-on-burhan-wani-concocted/	None	None	None	None	None	J&K Police Slams Madhu Kishwar, Calls Her Tweet On Burhan Wani ‘Concocted’	May 29 2018 6:55 pm, Last Updated: May 29 2018 6:57 pm	None	['None']
bove-00070	2015 Video Of Karnataka Governor’s National Anthem Faux Pas Goes Viral	none	https://www.boomlive.in/2015-video-of-karnataka-governors-national-anthem-faux-pas-goes-viral/	FACT: The faux pas by the Karnataka Governor took place on March 10, 2015 when he walked off the stage even as the national anthem was being played at the swearing-in of a Karnataka High Court judge at Raj Bhavan, reported The Times of India.	None	None	None	None	2015 Video Of Karnataka Governor’s National Anthem Faux Pas Goes Viral	May 17 2018 7:53 pm, Last Updated: May 17 2018 8:04 pm	None	['None']
bove-00008	CLAIM: A mob attacked a petrol pump in Odisha because petrol prices touched Rs. 100 per litre.	rating: false	https://www.boomlive.in/was-a-petrol-pump-in-odisha-attacked-because-of-soaring-fuel-prices-a-factcheck/	FACT: The petrol pump in Puri was vandalised over allegations that it was cheating customers.	None	None	None	None	Was A Petrol Pump In Odisha Attacked Because Of Soaring Fuel Prices? : A FactCheck	Oct 03 2018 8:26 pm, Last Updated: Oct 03 2018 8:37 pm	None	['Odisha']
bove-00166	Twitter Schools Congress: Indira Gandhi Did Not Inaugurate Vidyasagar Setu	none	https://www.boomlive.in/twitter-schools-congress-indira-gandhi-did-not-inaugurate-vidyasagar-setu/	None	None	None	None	None	Twitter Schools Congress: Indira Gandhi Did Not Inaugurate Vidyasagar Setu	Oct 10 2017 6:08 pm, Last Updated: Oct 10 2017 6:11 pm	None	['Indira_Gandhi']
bove-00291	FactCheck Alert: From Divorce Rate Among Muslims To Modi’s Stance On Aadhaar	none	https://www.boomlive.in/factcheck-alert-from-divorce-rate-among-muslims-to-modis-stance-on-aadhaar/	None	None	None	None	None	FactCheck Alert: From Divorce Rate Among Muslims To Modi’s Stance On Aadhaar	Apr 10 2017 11:22 am, Last Updated: Apr 15 2017 3:07 pm	None	['None']
bove-00145	Homophobic Or Politically Incorrect? Why Sri Sri’s Quote Should Not Be Seen In Isolation	none	https://www.boomlive.in/homophobic-or-politically-incorrect-why-sri-sris-quote-should-not-be-seen-in-isolation/	None	None	None	None	None	Homophobic Or Politically Incorrect? Why Sri Sri’s Quote Should Not Be Seen In Isolation	Nov 14 2017 6:15 pm, Last Updated: Nov 17 2017 4:07 pm	None	['None']
bove-00296	Fact Check Alert: Are Digital Transactions Rising? Social Media’s Ram Mandir Verified	none	https://www.boomlive.in/fact-check-alert-are-digital-transactions-rising-social-medias-ram-mandir-verified/	None	None	None	None	None	Fact Check Alert: Are Digital Transactions Rising? Social Media’s Ram Mandir Verified	Mar 30 2017 12:27 pm, Last Updated: Apr 15 2017 3:08 pm	None	['None']
bove-00239	President Kovind’s Twitter Account Did Not Add 3 Million Followers In 1 Hour	none	https://www.boomlive.in/president-kovinds-twitter-account-did-not-add-3-million-followers-in-1-hour/	None	None	None	None	None	President Kovind’s Twitter Account Did Not Add 3 Million Followers In 1 Hour	Jul 25 2017 8:06 pm, Last Updated: Jul 26 2017 3:27 pm	None	['None']
bove-00005	Chilling Video Of Man Pushing Strangers On To London Subway Tracks Goes Viral	none	https://www.boomlive.in/chilling-video-of-man-pushing-strangers-on-to-london-subway-tracks-goes-viral/	None	None	None	None	None	Chilling Video Of Man Pushing Strangers On To London Subway Tracks Goes Viral	Oct 10 2018 2:12 pm, Last Updated: Oct 12 2018 12:05 pm	None	['None']
bove-00052	RSS Vs Pakistan: 2016 Video of Indian Wrestlers Kavita Devi & Bull Bull Goes Viral	none	https://www.boomlive.in/rss-vs-pakistan-2016-video-of-indian-wrestlers-kavita-devi-bull-bull-goes-viral/	None	None	None	None	None	RSS Vs Pakistan: 2016 Video of Indian Wrestlers Kavita Devi & Bull Bull Goes Viral	Jun 24 2018 7:18 pm, Last Updated: Jun 25 2018 12:03 pm	None	['India', 'Pakistan']
bove-00169	300 Dengue Deaths In Kerala In One Year, Claims Yogi Adityanath: A FactCheck	none	https://www.boomlive.in/300-dengue-deaths-in-kerala-in-one-year-claims-yogi-adityanath-a-factcheck/	FACT: The above statement cannot be fact checked as there is no official data on deaths due to chikungunya.	None	None	None	None	300 Dengue Deaths In Kerala In One Year, Claims Yogi Adityanath: A FactCheck	Oct 04 2017 9:31 pm, Last Updated: Oct 04 2017 10:32 pm	None	['Kerala']
bove-00302	Did Edelman’s ‘Trust Report’ Call Indian Media Least Trustful? A FactCheck	none	https://www.boomlive.in/did-edelmans-trust-report-call-indian-media-least-trustful-a-factcheck/	None	None	None	None	None	Did Edelman’s ‘Trust Report’ Call Indian Media Least Trustful? A FactCheck	Mar 14 2017 1:15 pm, Last Updated: Jan 29 2018 5:30 pm	None	['None']
bove-00010	Johnny Depp’s Jack Sparrow Inspired By Krishna? News Sites Repeat Mystery Quote	none	https://www.boomlive.in/was-johnny-depps-jack-sparrow-inspired-by-krishna-news-sites-repeat-mystery-quote/	None	None	None	None	None	Johnny Depp’s Jack Sparrow Inspired By Krishna? News Sites Repeat Mystery Quote	Sep 29 2018 2:58 pm, Last Updated: Sep 29 2018 8:33 pm	None	['None']
bove-00020	Assam Police Call Out Fake Ad That Duped Territorial Army Aspirants	none	https://www.boomlive.in/assam-police-call-out-fake-ad-that-duped-territorial-army-aspirants/	None	None	None	None	None	Assam Police Call Out Fake Ad That Duped Territorial Army Aspirants	Sep 04 2018 7:34 pm	None	['None']
bove-00238	Fake Troll Accounts Pop Up To Attack Suchitra Krishnamoorthi’s Tweet On Azaan	none	https://www.boomlive.in/fake-troll-accounts-pop-up-to-attack-suchitra-krishnamoorthis-tweet-on-azaan/	None	None	None	None	None	Fake Troll Accounts Pop Up To Attack Suchitra Krishnamoorthi’s Tweet On Azaan	Jul 26 2017 8:13 pm, Last Updated: Jul 27 2017 6:48 pm	None	['None']
bove-00103	Fact Vs Fiction: How Indian News Channels Fell For Fake News	none	https://www.boomlive.in/fact-vs-fiction-indian-news-channels-fell-fake-news/	None	None	None	None	None	Fact Vs Fiction: How Indian News Channels Fell For Fake News	Feb 16 2018 4:31 pm	None	['None']
bove-00242	Amarnath Yatra Attacks Only When BJP In Power? Data Does Not Support The Claim	none	https://www.boomlive.in/amarnath-yatra-attacks-only-when-bjp-in-power-data-does-not-support-the-claim/	None	None	None	None	None	Amarnath Yatra Attacks Only When BJP In Power? Data Does Not Support The Claim	Jul 17 2017 6:58 pm, Last Updated: Jul 18 2017 12:35 pm	None	['None']
bove-00195	Fake News: How Gauri Lankesh Became Gauri Lankesh ‘Patrick’	none	https://www.boomlive.in/fake-news-how-gauri-lankesh-became-gauri-lankesh-patrick/	None	None	None	None	None	Fake News: How Gauri Lankesh Became Gauri Lankesh ‘Patrick’	Sep 07 2017 4:35 pm, Last Updated: Sep 13 2017 7:03 pm	None	['None']
bove-00255	GST Primer: No Double Taxation If You Pay Utility Bills Through Credit Card	none	https://www.boomlive.in/gst-primer-no-double-taxation-if-you-pay-utility-bills-through-credit-card/	None	None	None	None	None	GST Primer: No Double Taxation If You Pay Utility Bills Through Credit Card	Jul 02 2017 10:10 pm, Last Updated: Jul 06 2017 8:13 pm	None	['None']
bove-00229	How BJP And Congress Used A Picture Of A Potholed Road To Target Each Other	none	https://www.boomlive.in/how-bjp-and-congress-used-a-picture-of-a-potholed-road-to-target-each-other/	None	None	None	None	None	How BJP And Congress Used A Picture Of A Potholed Road To Target Each Other	Aug 07 2017 1:34 pm, Last Updated: Aug 07 2017 6:39 pm	None	['None']
bove-00297	Image Of Ayodhya’s Ram Mandir Or ISKCON Temple? Fake News Busted	none	https://www.boomlive.in/image-of-ayodhyas-ram-mandir-or-iskcon-temple-fake-news-busted/	None	None	None	None	None	Image Of Ayodhya’s Ram Mandir Or ISKCON Temple? Fake News Busted	Mar 29 2017 1:59 pm, Last Updated: Apr 15 2017 3:08 pm	None	['None']
bove-00143	‘Nehru Kissed By A Lady?’: The Video BJP IT Cell Head Amit Malviya Should See	none	https://www.boomlive.in/nehru-kissed-by-a-lady-the-video-bjp-it-cell-head-amit-malviya-should-see/	None	None	None	None	None	‘Nehru Kissed By A Lady?’: The Video BJP IT Cell Head Amit Malviya Should See	Nov 17 2017 9:00 am, Last Updated: Nov 17 2017 3:26 pm	None	['None']
bove-00285	FactCheck Alert: From Snapchat’s India Row To Viral WhatsApp Messages	none	https://www.boomlive.in/factcheck-alert-snapchats-faces-indian-googly-to-viral-whatsapp-messages/	None	None	None	None	None	FactCheck Alert: From Snapchat’s India Row To Viral WhatsApp Messages	Apr 17 2017 11:24 am	None	['None']
bove-00258	Fake Sara Ali Khan Account Whips Up Anti-Muslim Sentiment On Twitter	none	https://www.boomlive.in/fake-sara-ali-khan-account-whips-up-anti-muslim-sentiment-on-twitter/	None	None	None	None	None	Fake Sara Ali Khan Account Whips Up Anti-Muslim Sentiment On Twitter	Jun 26 2017 2:23 pm	None	['None']
bove-00289	‘Mowgli girl’ Or Just ‘Abandoned’? How Media Got It Wrong	none	https://www.boomlive.in/mowgli-girl-or-just-abandoned-how-media-got-it-wrong/	None	None	None	None	None	‘Mowgli girl’ Or Just ‘Abandoned’? How Media Got It Wrong	Apr 11 2017 6:40 pm, Last Updated: Apr 11 2017 8:12 pm	None	['None']
bove-00043	Indian Economy 3rd Largest Or 6th? How To Read GDP Rankings	none	https://www.boomlive.in/indian-economy-3rd-largest-or-6th-how-to-read-gdp-rankings/	None	None	None	None	None	Indian Economy 3rd Largest Or 6th? How To Read GDP Rankings	Jul 17 2018 6:21 pm, Last Updated: Jul 19 2018 10:49 am	None	['None']
bove-00230	UPDATE: Did Lok Sabha Website Censor BJD MP’s Speech On Beef Lynchings?	none	https://www.boomlive.in/did-lok-sabha-website-censor-bjd-mps-speech-on-beef-lynchings/	None	None	None	None	None	UPDATE: Did Lok Sabha Website Censor BJD MP’s Speech On Beef Lynchings?	Aug 04 2017 8:10 pm, Last Updated: Aug 05 2017 1:36 pm	None	['None']
bove-00135	When The Netherlands Embassy In The U.S. Fact Checked Donald Trump	none	https://www.boomlive.in/when-the-netherlands-embassy-in-the-u-s-fact-checked-donald-trump/	None	None	None	None	None	When The Netherlands Embassy In The U.S. Fact Checked Donald Trump	Nov 30 2017 5:42 pm, Last Updated: Nov 30 2017 5:45 pm	None	['United_States']
bove-00209	Railway Minister Suresh Prabhu Under Fire: Copycat Tweets Urge Him To Stay	none	https://www.boomlive.in/railway-minister-suresh-prabhu-under-fire-copycat-tweets-urge-him-to-stay/	None	None	None	None	None	Railway Minister Suresh Prabhu Under Fire: Copycat Tweets Urge Him To Stay	Aug 24 2017 12:58 pm, Last Updated: Aug 24 2017 1:46 pm	None	['None']
