goop-00363	Meghan Markle Fleeing To Los Angeles?	0	https://www.gossipcop.com/meghan-markle-fleeing-los-angeles-trip/	None	None	None	Shari Weiss	None	Meghan Markle Fleeing To Los Angeles?	3:00 am, August 30, 2018	None	['None']
goop-01469	Catherine Zeta-Jones Furious About Michael Douglas, Sharon Stone Reunion?	0	https://www.gossipcop.com/catherine-zeta-jones-michael-douglas-sharon-stone-reunion/	None	None	None	Andrew Shuster	None	Catherine Zeta-Jones Furious About Michael Douglas, Sharon Stone Reunion?	2:58 pm, March 1, 2018	None	['None']
goop-02245	Jennifer Lopez, Alex Rodriguez Marrying In The Spring?	3	https://www.gossipcop.com/jennifer-lopez-marrying-alex-rodriguez-spring-wedding/	None	None	None	Shari Weiss	None	Jennifer Lopez, Alex Rodriguez Marrying In The Spring?	9:42 am, November 6, 2017	None	['Jennifer_Lopez', 'Alex_Rodriguez']
goop-00510	Victoria Beckham Planning Fashion Reality Show?	0	https://www.gossipcop.com/victoria-beckham-fashion-reality-show/	None	None	None	Andrew Shuster	None	Victoria Beckham Planning Fashion Reality Show?	6:03 pm, August 6, 2018	None	['None']
goop-02798	Kanye West Furious He Didn’t Make Forbes Richest Rappers List, 	1	https://www.gossipcop.com/kanye-west-forbes-richest-rappers-2017-five-wealthiest-hip-hop-list/	None	None	None	Andrew Shuster	None	Kanye West NOT Furious He Didn’t Make Forbes Richest Rappers List, Despite Report	5:21 pm, May 12, 2017	None	['None']
goop-01456	Kate Middleton Planning Meghan Markle’s Wedding, 	0	https://www.gossipcop.com/kate-middleton-meghan-markle-wedding-planning/	None	None	None	Shari Weiss	None	Kate Middleton NOT Planning Meghan Markle’s Wedding, Despite Report	3:00 am, March 3, 2018	None	['None']
goop-01310	Meghan Markle, Prince Harry Wedding “Wrecked” By “Bitter Family Feud”?	0	https://www.gossipcop.com/meghan-markle-prince-harry-wedding-family-feud/	None	None	None	Shari Weiss	None	Meghan Markle, Prince Harry Wedding “Wrecked” By “Bitter Family Feud”?	2:32 am, March 27, 2018	None	['None']
goop-01875	Kendall Jenner “In Tears” Over Golden Globes Backlash, 	1	https://www.gossipcop.com/kendall-jenner-golden-globes-backlash-wrong/	None	None	None	Shari Weiss	None	Kendall Jenner NOT “In Tears” Over Golden Globes Backlash, Despite Report	2:49 pm, January 9, 2018	None	['None']
goop-02264	Kris Jenner Ordering Kendall Jenner, Kourtney Kardashian To Get Pregnant?	0	https://www.gossipcop.com/kris-jenner-pregnant-kendall-kourtney-kardashian-babies/	None	None	None	Shari Weiss	None	Kris Jenner Ordering Kendall Jenner, Kourtney Kardashian To Get Pregnant?	10:33 am, November 2, 2017	None	['Kendall_Jenner', 'Kris_Jenner']
goop-00925	Jennifer Lopez, Alex Rodriguez “Headed For A Split,” 	0	https://www.gossipcop.com/jennifer-lopez-alex-rodriguez-split-false/	None	None	None	Shari Weiss	None	Jennifer Lopez, Alex Rodriguez NOT “Headed For A Split,” Despite Claim	5:24 pm, May 28, 2018	None	['Alex_Rodriguez', 'Jennifer_Lopez']
goop-00745	John Travolta Won’t Allow Daughter Ella To Become An Actress?	0	https://www.gossipcop.com/john-travolta-daughter-ella-actress/	None	None	None	Andrew Shuster	None	John Travolta Won’t Allow Daughter Ella To Become An Actress?	4:20 pm, June 26, 2018	None	['None']
goop-02463	Katie Holmes Meeting With Tom Cruise About Jamie Foxx, 	0	https://www.gossipcop.com/katie-holmes-tom-cruise-meeting-jamie-foxx/	None	None	None	Andrew Shuster	None	Katie Holmes NOT Meeting With Tom Cruise About Jamie Foxx, Despite Report	1:50 pm, September 14, 2017	None	['Jamie_Foxx', 'Tom_Cruise']
goop-02326	“How To Get Away With Murder” Recap: “Was She Ever Good At Her Job?”	10	https://www.gossipcop.com/how-to-get-away-with-murder-recap-was-she-ever-good-job-htgawm-october-19-2017/	None	None	None	Shari Weiss	None	“How To Get Away With Murder” Recap: “Was She Ever Good At Her Job?”	10:53 pm, October 19, 2017	None	['None']
goop-02790	“Survivor: Game Changers” Recap: Who Was Voted Out 13th And 14th?	10	https://www.gossipcop.com/survivor-game-changers-recap-may-17-2017-michaela-eliminated-andrea-voted-off/	None	None	None	Shari Weiss	None	“Survivor: Game Changers” Recap: Who Was Voted Out 13th And 14th?	8:54 pm, May 17, 2017	None	['None']
goop-01258	Robert Pattinson, Kristen Stewart Getting Back Together?	0	https://www.gossipcop.com/robert-pattinson-kristen-stewart-back-together-false/	None	None	None	Andrew Shuster	None	Robert Pattinson, Kristen Stewart Getting Back Together?	11:42 am, April 3, 2018	None	['None']
goop-00976	Sarah Hyland, Wells Adams Engaged, 	0	https://www.gossipcop.com/sarah-hyland-wells-adams-engaged-not-true/	None	None	None	Shari Weiss	None	Sarah Hyland, Wells Adams NOT Engaged, Despite Speculation	1:44 pm, May 18, 2018	None	['None']
goop-02934	“Survivor: Game Changers” Recap: Who Was Voted Off Third?	10	https://www.gossipcop.com/survivor-game-changers-recap-march-15-2017-eliminated-caleb-voted-off/	None	None	None	Shari Weiss	None	“Survivor: Game Changers” Recap: Who Was Voted Off Third?	8:54 pm, March 15, 2017	None	['None']
goop-00500	Ben Affleck Worried Jennifer Garner Divorce Is Hurting Career?	0	https://www.gossipcop.com/ben-affleck-jennifer-garner-divorce-career/	None	None	None	Andrew Shuster	None	Ben Affleck Worried Jennifer Garner Divorce Is Hurting Career?	2:13 pm, August 8, 2018	None	['Ben_Affleck']
goop-01064	Blake Shelton, Gwen Stefani Marriage Plans “In Crisis”?	1	https://www.gossipcop.com/blake-shelton-gwen-stefani-marriage-plans-crisis-untrue/	None	None	None	Shari Weiss	None	Blake Shelton, Gwen Stefani Marriage Plans “In Crisis”?	4:24 pm, May 3, 2018	None	['None']
goop-02563	Paris Jackson “Doing Drugs” Amid “Family Crisis,” 	0	https://www.gossipcop.com/paris-jackson-not-doing-drugs-family-crisis-substance-abuse/	None	None	None	Shari Weiss	None	Paris Jackson NOT “Doing Drugs” Amid “Family Crisis,” Despite Report	11:51 am, August 19, 2017	None	['None']
goop-01278	Justin Bieber Laughing Over The Weeknd Shading Selena Gomez, 	0	https://www.gossipcop.com/justin-bieber-the-weeknd-selena-gomez-song-reaction-untrue/	None	None	None	Shari Weiss	None	Justin Bieber NOT Laughing Over The Weeknd Shading Selena Gomez, Despite Claim	9:01 pm, March 30, 2018	None	['None']
goop-00790	George Clooney Told Amal He Wants Twins Again?	0	https://www.gossipcop.com/george-clooney-amal-twins-again/	None	None	None	Andrew Shuster	None	George Clooney Told Amal He Wants Twins Again?	11:48 am, June 19, 2018	None	['None']
goop-01555	Teresa Giudice In New Romance?	2	https://www.gossipcop.com/teresa-giudice-new-romance-cheating-shane-wierks-dating-false/	None	None	None	Shari Weiss	None	Teresa Giudice In New Romance?	12:30 pm, February 17, 2018	None	['None']
goop-00767	Is There A “Friends” Spinoff Starring Lisa Kudrow?	0	https://www.gossipcop.com/friends-spinoff-lisa-kudrow-false/	None	None	None	Shari Weiss	None	Is There A “Friends” Spinoff Starring Lisa Kudrow?	10:48 am, June 23, 2018	None	['None']
goop-01537	“The Bachelor Winter Games” Recap: Who Was Eliminated After Kissing Contest And Who Quit?	10	https://www.gossipcop.com/bachelor-winter-games-recap-february-20-2018-episode-three/	None	None	None	Shari Weiss	None	“The Bachelor Winter Games” Recap: Who Was Eliminated After Kissing Contest And Who Quit?	11:50 am, February 20, 2018	None	['None']
goop-00386	Did Brad Pitt And Demi Moore Ever Date?	0	https://www.gossipcop.com/brad-pitt-demi-moore-date/	None	None	None	Shari Weiss	None	Did Brad Pitt And Demi Moore Ever Date?	4:17 pm, August 25, 2018	None	['None']
goop-02066	Meghan Markle’s “Wild Past” Being Erased By MI5 Agents?	0	https://www.gossipcop.com/meghan-markle-mi5-erase-wild-past/	None	None	None	Holly Nicol	None	Meghan Markle’s “Wild Past” Being Erased By MI5 Agents?	6:13 am, December 8, 2017	None	['None']
goop-02447	Kim Kardashian Did “Tell All” On “Crumbling Marriage” To Kanye West, 	0	https://www.gossipcop.com/kim-kardashian-not-tell-all-crumbling-marriage-kanye-west-anniversary-allure/	None	None	None	Shari Weiss	None	Kim Kardashian Did NOT “Tell All” On “Crumbling Marriage” To Kanye West, Despite Report	3:09 pm, September 18, 2017	None	['None']
goop-01430	Jamie Foxx ‘Betrayed’ Katie Holmes By ‘Getting Cozy’ With Mystery Woman At Oscars?	0	https://www.gossipcop.com/jamie-foxx-katie-holmes-oscars-mystery-woman/	None	None	None	Andrew Shuster	None	Jamie Foxx ‘Betrayed’ Katie Holmes By ‘Getting Cozy’ With Mystery Woman At Oscars?	2:22 pm, March 7, 2018	None	['Jamie_Foxx']
goop-02171	Jennifer Garner Has Taken Back Ben Affleck, 	0	https://www.gossipcop.com/jennifer-garner-ben-affleck-back-together-thanksgiving/	None	None	None	Andrew Shuster	None	Jennifer Garner Has NOT Taken Back Ben Affleck, Despite Report	10:53 am, November 21, 2017	None	['Ben_Affleck', 'Jennifer_Garner']
goop-00105	Angelina Jolie ‘Destroying’ Brad Pitt’s Personal Items, 	0	https://www.gossipcop.com/angelina-jolie-brad-pitt-personal-items-destroy-trash/	None	None	None	Andrew Shuster	None	Angelina Jolie NOT ‘Destroying’ Brad Pitt’s Personal Items, Despite Report	10:47 am, October 22, 2018	None	['Brad_Pitt', 'Angelina_Jolie']
goop-00410	Meghan Markle Pregnant With “Two Girls,” 	0	https://www.gossipcop.com/meghan-markle-pregnant-two-girls-twins-prince-harry-false/	None	None	None	Shari Weiss	None	Meghan Markle NOT Pregnant With “Two Girls,” Despite Report	10:14 am, August 22, 2018	None	['None']
goop-01801	Britney Spears “Wedding And A Baby” Claim Tru	1	https://www.gossipcop.com/britney-spears-wedding-baby-not-true/	None	None	None	Shari Weiss	None	Britney Spears “Wedding And A Baby” Claim NOT True	9:57 pm, January 17, 2018	None	['None']
goop-02612	Justin Bieber Did Say “Pedophiles Run The ‘Evil’ Music Industry,” 	0	https://www.gossipcop.com/justin-bieber-pedophiles-music-industry-bible-study-class-fake-news/	None	None	None	Shari Weiss	None	Justin Bieber Did NOT Say “Pedophiles Run The ‘Evil’ Music Industry,” Despite Fake News Story	2:56 pm, August 3, 2017	None	['None']
goop-02126	Bella Hadid, Miguel “Hot Couple” After “Flirty Moment” At Victoria’s Secret Fashion Sho	1	https://www.gossipcop.com/bella-hadid-miguel-couple-flirting-victorias-secret-fashion-show/	None	None	None	Shari Weiss	None	Bella Hadid, Miguel NOT “Hot Couple” After “Flirty Moment” At Victoria’s Secret Fashion Show	9:09 am, November 29, 2017	None	['None']
goop-01764	‘Big Bang Theory’ Falling Apart Over Behind-The-Scenes Drama?	0	https://www.gossipcop.com/big-bang-theory-behind-scenes-drama-cast-feud/	None	None	None	Andrew Shuster	None	‘Big Bang Theory’ Falling Apart Over Behind-The-Scenes Drama?	3:26 pm, January 22, 2018	None	['None']
goop-02352	Tom Cruise “Preparing To Marry” Vanessa Kirby, 	0	https://www.gossipcop.com/tom-cruise-not-marrying-vanessa-kirby/	None	None	None	Shari Weiss	None	Tom Cruise NOT “Preparing To Marry” Vanessa Kirby, Despite Reports	8:23 pm, October 12, 2017	None	['None']
goop-02594	Angelina Jolie, Brad Pitt Divorce “Off,” 	1	https://www.gossipcop.com/angelina-jolie-divorce-not-off-brad-pitt-back-together/	None	None	None	Shari Weiss	None	Angelina Jolie, Brad Pitt Divorce NOT “Off,” Despite Tabloid Cover Story	12:19 pm, August 9, 2017	None	['Angelina_Jolie']
goop-01448	Angelina Jolie, Brad Pitt’s Kids Do Want To Live With Jennifer Aniston, 	0	https://www.gossipcop.com/angelina-jolie-brad-pitt-kids-live-jennifer-aniston-untrue/	None	None	None	Shari Weiss	None	Angelina Jolie, Brad Pitt’s Kids Do NOT Want To Live With Jennifer Aniston, Despite Reports	9:39 am, March 5, 2018	None	['Jennifer_Aniston', 'Angelina_Jolie', 'Brad_Pitt']
goop-00203	Prince William, Kate Middleton Being Crowned Next King And Queen?	0	https://www.gossipcop.com/prince-william-kate-middleton-next-king-queen/	None	None	None	Gossip Cop Staff	None	Prince William, Kate Middleton Being Crowned Next King And Queen?	3:00 am, September 29, 2018	None	['Catherine,_Duchess_of_Cambridge', 'Prince_William,_Duke_of_Cambridge']
goop-02150	Kim Kardashian “Jealous” Of Jennifer Lawrence?	0	https://www.gossipcop.com/kim-kardashian-jealous-jennifer-lawrence/	None	None	None	Shari Weiss	None	Kim Kardashian “Jealous” Of Jennifer Lawrence?	10:42 am, November 24, 2017	None	['Kim_Kardashian']
goop-00062	Kim Kardashian Divorcing Kanye West For Meeting With President Of Uganda?	0	https://www.gossipcop.com/kim-kardashian-kanye-west-divorce-meeting-president-uganda/	None	None	None	Andrew Shuster	None	Kim Kardashian Divorcing Kanye West For Meeting With President Of Uganda?	3:07 pm, October 30, 2018	None	['None']
goop-02556	Justin Bieber, Pastor Rich Wilkerson Jr. Gay “Lovers,” 	0	https://www.gossipcop.com/justin-bieber-pastor-rich-wilkerson-jr-not-gay-lovers/	None	None	None	Shari Weiss	None	Justin Bieber, Pastor Rich Wilkerson Jr. NOT Gay “Lovers,” Despite Claim	4:24 pm, August 21, 2017	None	['None']
goop-02167	Khloe Kardashian Quitting “KUWTK” For Maternity Leave?	1	https://www.gossipcop.com/khloe-kardashian-quitting-kuwtk-maternity-leave/	None	None	None	Shari Weiss	None	Khloe Kardashian Quitting “KUWTK” For Maternity Leave?	3:37 pm, November 21, 2017	None	['Keeping_Up_with_the_Kardashians']
goop-00844	Drake Suing Pusha T For $5 Million?	2	https://www.gossipcop.com/drake-pusha-t-suing-lawsuit-feud/	None	None	None	Shari Weiss	None	Drake Suing Pusha T For $5 Million?	1:00 pm, June 11, 2018	None	['None']
goop-00711	Brad Pitt, Margot Robbie In “New Scandal,” 	0	https://www.gossipcop.com/brad-pitt-margot-robbie-scandal/	None	None	None	Andrew Shuster	None	Brad Pitt, Margot Robbie NOT In “New Scandal,” Despite Report	1:06 pm, July 2, 2018	None	['Brad_Pitt']
goop-01779	Kylie Jenner “Using” Tyga For “Attention,” 	0	https://www.gossipcop.com/kylie-jenner-using-tyga-made-up/	None	None	None	Shari Weiss	None	Kylie Jenner NOT “Using” Tyga For “Attention,” Despite Report	10:33 am, January 20, 2018	None	['None']
goop-02000	Britney Spears Did Get Engaged On Her Birthday, 	0	https://www.gossipcop.com/britney-spears-engaged-birthday-sam-asghari/	None	None	None	Michael Lewittes	None	Britney Spears Did NOT Get Engaged On Her Birthday, Despite Report	2:15 am, December 20, 2017	None	['None']
goop-02300	Gigi Ha “Desperate” For Zayn Malik To Propose Because Joe Jonas Is Engage	1	https://www.gossipcop.com/gigi-hadid-propose-zayn-malik-engaged-joe-jonas/	None	None	None	Shari Weiss	None	Gigi Hadid NOT “Desperate” For Zayn Malik To Propose Because Joe Jonas Is Engaged	9:52 pm, October 25, 2017	None	['None']
goop-02012	Bindi Irwin, Chandler Powell Engaged, 	0	https://www.gossipcop.com/bindi-irwin-engaged-chandler-powell-not-true-wedding/	None	None	None	Michael Lewittes	None	Bindi Irwin, Chandler Powell NOT Engaged, Despite Report	6:40 pm, December 18, 2017	None	['None']
goop-02785	Kanye West Stepping Away From Spotlight “Indefinitely,” 	3	https://www.gossipcop.com/kanye-west-not-stepping-away-spotlight-indefinitely/	None	None	None	Shari Weiss	None	Kanye West NOT Stepping Away From Spotlight “Indefinitely,” Despite Report	10:12 am, May 19, 2017	None	['None']
goop-01467	Katy Perry’s Friends Want Her To Dump Orlando Bloom For Jake Gyllenhaal?	0	https://www.gossipcop.com/katy-perry-orlando-bloom-jake-gyllenhaal-dump-dating/	None	None	None	Andrew Shuster	None	Katy Perry’s Friends Want Her To Dump Orlando Bloom For Jake Gyllenhaal?	5:49 pm, March 1, 2018	None	['None']
goop-00852	Meghan Markle Buying Home In Malibu?	0	https://www.gossipcop.com/meghan-markle-malibu-home/	None	None	None	Shari Weiss	None	Meghan Markle Buying Home In Malibu?	3:00 am, June 9, 2018	None	['None']
goop-00278	Angelina Jolie Begging Kids To Choose Her Over Brad Pitt, 	0	https://www.gossipcop.com/angelina-jolie-brad-pitt-custody-kids-choose/	None	None	None	Andrew Shuster	None	Angelina Jolie NOT Begging Kids To Choose Her Over Brad Pitt, Despite Claim	5:47 pm, September 12, 2018	None	['Brad_Pitt']
goop-02632	Kendall Jenner, Bella Ha Hooking Up	0	https://www.gossipcop.com/kendall-jenner-bella-hadid-hooking-up-lesbian/	None	None	None	Holly Nicol	None	Kendall Jenner, Bella Hadid NOT Hooking Up, Despite Fake News Report	10:28 am, July 27, 2017	None	['None']
goop-02450	Dakota Johnson A “Diva” On ‘Fifty Shades Freed’ Set, 	0	https://www.gossipcop.com/dakota-johnson-not-diva-fifty-shades-set/	None	None	None	Michael Lewittes	None	Dakota Johnson NOT A “Diva” On ‘Fifty Shades Freed’ Set, Despite Report	4:32 pm, September 17, 2017	None	['None']
goop-02067	Paris Jackson’s Family Worried About Her Solo Backpacking Trip, 	0	https://www.gossipcop.com/paris-jackson-family-worried-solo-backpacking-trip-france/	None	None	None	Holly Nicol	None	Paris Jackson’s Family NOT Worried About Her Solo Backpacking Trip, Despite Report	4:47 am, December 8, 2017	None	['None']
goop-00876	Scott Disick “Devastated” Over Sofia Richie Split, 	0	https://www.gossipcop.com/scott-disick-sofia-richie-split-reaction-false/	None	None	None	Shari Weiss	None	Scott Disick NOT “Devastated” Over Sofia Richie Split, Despite Claim	4:20 pm, June 5, 2018	None	['None']
goop-02827	Angelina Jolie “Terrified” Brad Pitt Will Begin “Dating Again,” 	0	https://www.gossipcop.com/angelina-jolie-terrified-brad-pitt-dating-fake-news/	None	None	None	Michael Lewittes	None	Angelina Jolie NOT “Terrified” Brad Pitt Will Begin “Dating Again,” Despite Fake News Story	2:17 pm, April 30, 2017	None	['Angelina_Jolie', 'Brad_Pitt']
goop-02937	Angelina Jolie Sad After “First Trip Without” Brad Pitt, 	0	https://www.gossipcop.com/angelina-jolie-sad-brad-pitt-trip/	None	None	None	Michael Lewittes	None	Angelina Jolie NOT Sad After “First Trip Without” Brad Pitt, Despite Report	7:58 pm, March 14, 2017	None	['Brad_Pitt']
goop-02277	Jennifer Aniston, Angelina Jolie “At War Again,” 	0	https://www.gossipcop.com/jennifer-aniston-war-angelina-jolie-ron-meyer/	None	None	None	Shari Weiss	None	Jennifer Aniston, Angelina Jolie NOT “At War Again,” Despite Reports	2:00 pm, October 30, 2017	None	['Jennifer_Aniston', 'Angelina_Jolie']
goop-02729	Simon Cowell, Ryan Seacrest Fighting For ‘American Idol’ Return, 	0	https://www.gossipcop.com/simon-cowell-ryan-seacrest-american-idol-return-fight/	None	None	None	Andrew Shuster	None	Simon Cowell, Ryan Seacrest NOT Fighting For ‘American Idol’ Return, Despite Report	4:48 pm, June 20, 2017	None	['None']
goop-01990	Kim Kardashian, Kanye West Marriage Pushed “To The Limit” In 2017, 	0	https://www.gossipcop.com/kim-kardashian-kanye-west-marriage-pushed-limit-2017/	None	None	None	Michael Lewittes	None	Kim Kardashian, Kanye West Marriage NOT Pushed “To The Limit” In 2017, Despite Report	2:00 am, December 21, 2017	None	['Kim_Kardashian']
goop-02020	Teresa Giudice Having “Secret Hookups” With Defense Attorney, 	0	https://www.gossipcop.com/teresa-giudice-hookups-defense-attorney/	None	None	None	Shari Weiss	None	Teresa Giudice NOT Having “Secret Hookups” With Defense Attorney, Despite Report	2:35 pm, December 16, 2017	None	['None']
goop-00070	Ben Affleck Getting Flirty With Co-Star Janina Gavankar?	0	https://www.gossipcop.com/ben-affleck-janina-gavankar-flirty-torrance-movie-set/	None	None	None	Andrew Shuster	None	Ben Affleck Getting Flirty With Co-Star Janina Gavankar?	12:59 pm, October 29, 2018	None	['None']
goop-02426	Scarlett Johansson Laughs At Colin Jost’s “Dirty” Talk?	0	https://www.gossipcop.com/scarlett-johansson-laughs-colin-jost-dirty-talk-sex/	None	None	None	Shari Weiss	None	Scarlett Johansson Laughs At Colin Jost’s “Dirty” Talk?	4:38 pm, September 23, 2017	None	['None']
goop-00197	Jennifer Aniston Jealous Of Brad Pitt’s Co-Star Margaret Qualley?	0	https://www.gossipcop.com/jennifer-aniston-brad-pitt-margaret-qualley/	None	None	None	Andrew Shuster	None	Jennifer Aniston Jealous Of Brad Pitt’s Co-Star Margaret Qualley?	1:21 pm, October 1, 2018	None	['Brad_Pitt', 'Jennifer_Aniston']
goop-01608	Liam Payne, Cheryl Split?	0	https://www.gossipcop.com/liam-payne-cheryl-split-breakup-not-true/	None	None	None	Andrew Shuster	None	Liam Payne, Cheryl Split?	11:00 pm, February 9, 2018	None	['None']
goop-02227	Miranda Lambert, Anderson East CMA Awards Red Carpet Appearance “Shocking,” 	0	https://www.gossipcop.com/miranda-lambert-cma-awards-anderson-east-red-carpet-cmas-2017/	None	None	None	Shari Weiss	None	Miranda Lambert, Anderson East CMA Awards Red Carpet Appearance NOT “Shocking,” Despite Claim	12:46 pm, November 9, 2017	None	['Miranda_Lambert']
goop-00950	Is Khloe Kardashian Banned From Cleveland Cavaliers Games?	0	https://www.gossipcop.com/khloe-kardashian-banned-cleveland-cavaliers-games-false/	None	None	None	Shari Weiss	None	Is Khloe Kardashian Banned From Cleveland Cavaliers Games?	5:30 pm, May 23, 2018	None	['None']
goop-02740	Meghan Markle Asked About Marrying Prince Harry At ‘Suits’ Event, 	0	https://www.gossipcop.com/meghan-markle-marrying-prince-harry-suits-event-fake-news/	None	None	None	Michael Lewittes	None	Meghan Markle NOT Asked About Marrying Prince Harry At ‘Suits’ Event, Despite Fake News Stories	12:55 pm, June 14, 2017	None	['None']
goop-00839	Was Scott Disick Told “Stay Away” From Kids By Kourtney Kardashian?	0	https://www.gossipcop.com/scott-disick-kourtney-kardashian-kids-stay-away-false/	None	None	None	Shari Weiss	None	Was Scott Disick Told “Stay Away” From Kids By Kourtney Kardashian?	3:56 pm, June 11, 2018	None	['None']
goop-01247	Kylie Jenner Says Kris Managing Kanye West, Travis Scott, 	0	https://www.gossipcop.com/kris-jenner-kanye-west-travis-scott-manager-kylie-not-true/	None	None	None	Andrew Shuster	None	Kylie Jenner Says Kris NOT Managing Kanye West, Travis Scott, Despite Report	2:32 pm, April 4, 2018	None	['None']
goop-02901	Zayn Malik “Worried” Harry Styles Will “Steal Thunder” With Solo Music, 	1	https://www.gossipcop.com/zayn-malik-worried-harry-styles-solo-music-feud-jealous/	None	None	None	Shari Weiss	None	Zayn Malik NOT “Worried” Harry Styles Will “Steal Thunder” With Solo Music, Despite Claim	3:44 pm, March 28, 2017	None	['None']
goop-00032	Katie Holmes, Nicole Kidman Planning To Work Together?	0	https://www.gossipcop.com/nicole-kidman-katie-holmes-working-together-tom-cruise/	None	None	None	Andrew Shuster	None	Katie Holmes, Nicole Kidman Planning To Work Together?	12:32 pm, November 6, 2018	None	['Katie_Holmes', 'Nicole_Kidman']
goop-02665	Kim Kardashian Urging Kanye West To Record “Diss Track” About Beyonce & Jay Z, 	2	https://www.gossipcop.com/kim-kardashian-urging-kanye-west-diss-song-beyonce-jay-z-revenge/	None	None	None	Michael Lewittes	None	Kim Kardashian NOT Urging Kanye West To Record “Diss Track” About Beyonce & Jay Z, Despite Report	1:58 pm, July 16, 2017	None	['None']
goop-00033	REP: Jennifer Aniston ‘Anxious’ Or ‘Nervous’ To Return To TV, 	0	https://www.gossipcop.com/jennifer-aniston-return-tv-anxious-not-true/	None	None	None	Andrew Shuster	None	REP: Jennifer Aniston NOT ‘Anxious’ Or ‘Nervous’ To Return To TV, Despite Report	10:44 am, November 6, 2018	None	['None']
goop-02386	Blake Shelton “Disappointed” Luke Bryan Joined “American Idol,” 	0	https://www.gossipcop.com/blake-shelton-disappointed-luke-bryan-joined-american-idol/	None	None	None	Holly Nicol	None	Blake Shelton NOT “Disappointed” Luke Bryan Joined “American Idol,” Despite Report	11:06 am, October 4, 2017	None	['Blake_Shelton', 'American_Idol']
goop-01365	Jennifer Aniston, Brad Pitt Finally Out Of Hiding?	0	https://www.gossipcop.com/jennifer-aniston-brad-pitt-hiding-spotted/	None	None	None	Shari Weiss	None	Jennifer Aniston, Brad Pitt Finally Out Of Hiding?	6:04 pm, March 18, 2018	None	['Jennifer_Aniston', 'Brad_Pitt']
goop-01059	Daniel Craig, Rachel Weisz Having Baby To Save Marriage?	0	https://www.gossipcop.com/daniel-craig-rachel-weisz-baby-marriage-problems/	None	None	None	Andrew Shuster	None	Daniel Craig, Rachel Weisz Having Baby To Save Marriage?	11:47 am, May 3, 2018	None	['None']
goop-02873	Jennifer Aniston Writing Tell-All Book, 	0	https://www.gossipcop.com/jennifer-aniston-tell-all-book-memoir/	None	None	None	Shari Weiss	None	Jennifer Aniston NOT Writing Tell-All Book, Despite Report	10:45 am, April 12, 2017	None	['None']
