snes-01850	East Central University has been forced to remove a cross and other Christian symbols from their chapel.	mixture	https://www.snopes.com/fact-check/oklahoma-university-chapel-cross/	None	Politics	None	Dan MacGuill	None	Oklahoma University Forced to Remove a Cross from Their Chapel?	23 August 2017	None	['None']
snes-01718	NASA has warned of imminent disaster due to the trajectory of another planet that will intersect Earth's orbit.	false	https://www.snopes.com/fact-check/nasa-warns-nibiru-is-headed-straight-for-earth/	None	Junk News	None	Kim LaCapria	None	NASA Warns ‘Planet X’ Is Headed Straight for Earth?	5 July 2016	None	['None']
snes-01729	High diabetes rates among African-Americans are caused by a genocidal government plot to ship weaponized radioactive milk to black communities.	false	https://www.snopes.com/fact-check/is-radioactive-milk-government-genocide-plot/	None	Racial Rumors	None	Alex Kasprak	None	U.S. Government Ships Radioactive Milk to Black Communities as Part of a Genocide Plot?	15 September 2017	None	['None']
snes-01489	A young girl disconnected her grandfather's life support in order to charge her mobile phone.	false	https://www.snopes.com/fact-check/girl-disconnect-life-support-plug-in-charger/	None	Junk News	None	Dan Evon	None	Did a Young Girl Disconnect her Grandfather’s Life Support to Plug in her Phone’s Charger?	1 November 2017	None	['None']
snes-05746	Dustin Diamond (aka "Screech") was charged with second-degree murder after stabbing a man at a bar.	false	https://www.snopes.com/fact-check/dustin-diamond-murder/	None	Media Matters	None	Snopes Staff	None	Was Dustin Diamond Charged with Murder After a Stabbing Victim Died?	2 January 2015	None	['None']
snes-04417	Melania Trump has a degree in design and architecture from a Slovenia university.	unproven	https://www.snopes.com/fact-check/melania-trump-architecture-degree/	None	Politicians	None	Dan Evon	None	Melania Trump’s College Degree	19 July 2016	None	['Slovenia']
snes-01272	A photograph shows a group of DACA recipients dressed in Mexican flags burning an American flag.	false	https://www.snopes.com/fact-check/were-daca-recipients-burning-flag/	None	Racial Rumors	None	Dan Evon	None	Were DACA Recipients Photographed Burning an American Flag?	3 January 2018	None	['Mexico', 'United_States']
snes-04316	President Obama has used a loophole in federal statutes to cut military pay three years in a row.	mixture	https://www.snopes.com/fact-check/obama-cuts-military-pay/	None	Military	None	David Emery	None	Obama Cuts Military Pay 3rd Year in a Row?	4 August 2016	None	['Barack_Obama']
snes-03931	During a campaign rally, Chelsea Clinton stated that marijuana use can be fatal.	mixture	https://www.snopes.com/fact-check/chelsea-clinton-marijuana/	None	Ballot Box	None	Kim LaCapria	None	Did Chelsea Clinton Say That Marijuana Is Killing People?	28 September 2016	None	['Chelsea_Clinton']
snes-05577	A photograph documents Planned Parenthood founder Margaret Sanger speaking to women of the Ku Klux Klan (KKK).	mixture	https://www.snopes.com/fact-check/margaret-sanger-kkk/	None	Fauxtography	None	Kim LaCapria	None	Photograph Shows Planned Parenthood Founder at a KKK Rally?	30 September 2015	None	['Ku_Klux_Klan', 'Margaret_Sanger']
snes-04841	A video shows Israeli Prime Minister Benjamin Netanyahu telling Hillary Clinton that he wants to maximize civilian casualties.	false	https://www.snopes.com/fact-check/clinton-netanyahu-satire-video/	None	Fauxtography	None	Dan Evon	None	Benjamin Netanyahu Confronts Hillary Clinton	29 April 2016	None	['Benjamin_Netanyahu', 'Israel', 'Hillary_Rodham_Clinton']
snes-04172	Cheez-It brand crackers contain the preservative TBHQ, which is made from butane and is dangerous to consume.	mostly false	https://www.snopes.com/fact-check/cheez-it-tbhq/	None	Food	None	Dan Evon	None	Cheez-It Crackers and TBHQ	25 August 2016	None	['None']
snes-06314	Mexican legislators expressed concern that an Arizona law would prompt an influx of Mexicans into Sonora from Arizona.	true	https://www.snopes.com/fact-check/mexico-is-angry/	None	Politics	None	David Mikkelson	None	Mexico Is Angry	13 August 2010	None	['Mexico', 'Arizona', 'Sonora']
snes-03340	A video showing an airplane losing altitude and then crashing in Pakistan is "disappearing from the Internet."	mixture	https://www.snopes.com/fact-check/plane-crash-video-disappearing-from-the-internet/	None	Viral Phenomena	None	Bethania Palma	None	Plane Crash Video ‘Disappearing From the Internet’?	14 December 2016	None	['Pakistan']
snes-05740	A girl named Laura Buxton released a balloon that ended up in the hands of another girl named Laura Buxton who lived 140 miles away.	mostly true	https://www.snopes.com/fact-check/whether-balloon/	None	Inboxer Rebellion	None	David Mikkelson	None	Laura Buxton Balloon Coincidence	29 April 2013	None	['None']
snes-02505	A man killed and ate his wife after being stuck in an elevator for 71 hours.	false	https://www.snopes.com/fact-check/elevator-man-eats-wife/	None	Junk News	None	Dan Evon	None	Stuck 71 Hours in an Elevator, Man Kills and Eats his Wife to Survive?	3 May 2017	None	['None']
snes-00652	Neutrogena Makeup Remover Cleansing Towelettes are causing a number of severe allergic reactions.	unproven	https://www.snopes.com/fact-check/neutrogena-makeup-remover-wipes/	None	Business	None	Kim LaCapria	None	Are Neutrogena Makeup Remover Wipes Causing Allergic Reactions?	7 May 2018	None	['None']
snes-04431	In 1992 Al Sharpton delivered a speech in which he exhorted blacks to kill police.	mixture	https://www.snopes.com/fact-check/al-sharptons-1992-speech-urged-blacks-to-kill-police/	None	Politicians	None	Dan Evon	None	Al Sharpton’s 1992 Speech Urged Blacks to Kill Police	18 July 2016	None	['Al_Sharpton']
snes-00419	A photograph shows a group of "Democrat party supporters" protesting in the United States.	false	https://www.snopes.com/fact-check/are-these-women-protesting-trump/	None	Fauxtography	None	Dan Evon	None	Are These Women ‘Democrat Party Supporters’ Protesting Trump?	25 June 2018	None	['United_States', 'Democratic_Party_(United_States)']
snes-05904	The iconic founder of the Playboy empire has died at age 91	true	https://www.snopes.com/fact-check/the-death-of-hef/	None	Media Matters	None	Snopes Staff	None	Playboy Tycoon Hugh Hefner Passes Away at 91	27 September 2017	None	['None']
snes-00356	A viral video shows an Illinois man harassing a woman in a public park for wearing a t-shirt bearing the flag of Puerto Rico.	true	https://www.snopes.com/fact-check/puerto-rico-shirt-harassment/	None	Politics	None	Dan MacGuill	None	Did a Man Harass a Woman for Wearing a ‘Puerto Rico’ T-Shirt in the United States?	12 July 2018	None	['Illinois', 'Puerto_Rico']
snes-03602	A Catholic priest placed an aborted fetus on the altar to urge parishioners to vote for Trump.	true	https://www.snopes.com/fact-check/catholic-priest-put-aborted-fetus-on-altar/	None	Politics	None	Bethania Palma	None	Catholic Priest Put Aborted Fetus on Altar to Promote Republican Candidates	8 November 2016	None	['None']
snes-02778	Did Mark Zuckerberg Announce That He Was Resigning Facebook?	false	https://www.snopes.com/fact-check/mark-zuckerberg-resignation/	None	Junk News	None	Dan Evon	None	Did Mark Zuckerberg Announce His Resignation from Facebook?	14 March 2017	None	['Mark_Zuckerberg']
snes-05880	A strange skeleton found in the Atacama desert has baffled scientists and is an a human-alien hybrid.	false	https://www.snopes.com/fact-check/ata-skeleton/	None	Fauxtography	None	Dan Evon	None	Is the Atacama Skeleton a Human-Alien Hybrid?	1 October 2014	None	['None']
snes-02194	A Californian and Ecuadorian couple proved it is possible to live on nothing but air.	false	https://www.snopes.com/fact-check/breatharians/	None	Medical	None	Kim LaCapria	None	Do ‘Breatharians’ Survive Without Food or Water?	16 June 2017	None	['Ecuador', 'California']
snes-02274	The U.S. Supreme Court has ruled that President Trump's travel bans are "well within his constitutional rights to impose."	false	https://www.snopes.com/fact-check/supreme-court-rules-travel-ban/	None	Junk News	None	David Mikkelson	None	Supreme Court Rules on Travel Ban?	5 June 2017	None	['None']
snes-03009	President Trump lifted sanctions against Russia as a "gift" to Putin.	mostly false	https://www.snopes.com/fact-check/trump-sanctions-russias-intelligence-agency-present-putin/	None	Politics	None	Bethania Palma	None	Did President Trump Ease Sanctions Against Russia’s Intelligence Agency As a ‘Gift’ to Putin?	2 February 2017	None	['Russia', 'Vladimir_Putin']
snes-03375	President Obama told soldiers to question President-elect Trump's authority.	mixture	https://www.snopes.com/fact-check/obama-urges-soldiers-question-trumps-authority/	None	Politicians	None	Bethania Palma	None	Obama Urges Soldiers to Question Trump’s Authority?	9 December 2016	None	['Barack_Obama']
snes-00784	Did Elementary School Principal Muhammad Al-Salad Forcibly Implement a Halal Menu?	false	https://www.snopes.com/fact-check/did-principal-implement-halal-menu/	None	Junk News	None	Dan Evon	None	Did Elementary School Principal Muhammad Al-Salad Forcibly Implement a Halal Menu?	10 April 2018	None	['None']
snes-03614	Chattanooga-area NBC affiliate WRCB inadvertently exposed the rigging of 2016 election results in Hillary Clinton's favor.	mostly false	https://www.snopes.com/fact-check/nbc-accidentally-posts-election-results-a-week-early/	None	Politics	None	Kim LaCapria	None	NBC Accidentally Posts Election Results a Week Early	5 November 2016	None	['None']
snes-01301	A Washington State youth sports league is now playing soccer without the ball in order to minimize the negative effects of competition.	false	https://www.snopes.com/fact-check/balls-up/	None	Uncategorized	None	David Mikkelson	None	Is a Washington Youth Sports League Playing Soccer Without the Ball?	6 September 2013	None	['None']
snes-02614	A photograph shows a record-breaking 320-pound shrimp caught by Canadian fisherman.	false	https://www.snopes.com/fact-check/canadian-fishermen-shrimp/	None	Junk News	None	Dan Evon	None	Did Canadian Fishermen Catch a 320-Pound Shrimp?	14 April 2017	None	['Canada']
snes-02644	Black Lives Matter protests in Ferguson were funded by Russia or Russian interests.	unproven	https://www.snopes.com/fact-check/blm-ferguson-russia/	None	Uncategorized	None	Bethania Palma	None	Were Black Lives Matter Protests in Ferguson Funded by Russia?	10 April 2017	None	['Russia']
snes-02689	Woman Arrested for Training Squirrels to Attack Her Ex-Boyfriend?	false	https://www.snopes.com/fact-check/attack-squirrels-arrest/	None	Junk News	None	Dan Evon	None	Woman Arrested for Training Squirrels to Attack Her Ex-Boyfriend?	3 April 2017	None	['None']
snes-02682	Prayers are requested for a 22-month-old boy who accidentally shot himself with a nail gun.	outdated	https://www.snopes.com/fact-check/prayer-request-child-shot-nail-gun/	None	Inboxer Rebellion	None	David Mikkelson	None	Prayer Request: Child Shot by Nail Gun	10 August 2010	None	['None']
snes-01905	An 'illegal immigrant' was convicted of voter fraud for voting multiple times for Hillary Clinton.	false	https://www.snopes.com/fact-check/immigrant-hillary-illegal-vote/	None	Politics	None	Arturo Garcia	None	Did an ‘Illegal’ Immigrant Brag About Voting Five Times for Hillary Clinton?	14 August 2017	None	['None']
snes-01027	President Donald Trump blocked Jennie Willoughby, one of the ex-wives of former White House staff secretary Rob Porter, on Twitter.	false	https://www.snopes.com/fact-check/president-trump-block-jennie-willoughby-twitter/	None	Politics	None	Dan Evon	None	Did President Donald Trump Block Jennie Willoughby on Twitter?	13 February 2018	None	['White_House', 'Donald_Trump']
snes-05455	Syrian refugees are bringing a communicable flesh-eating disease into the United States.	false	https://www.snopes.com/fact-check/syrian-refugees-disease/	None	Immigration	None	Kim LaCapria	None	Are Refugees Spreading Disease in the U.S.?	22 December 2015	None	['United_States', 'Syria']
snes-03480	Corona beer founder Antonino Fernandez made everyone in his village a millionaire after his death.	false	https://www.snopes.com/fact-check/corona-founder-made-every-person-in-his-village-a-millionaire/	None	Junk News	None	Dan Evon	None	Corona Founder Made Every Person in His Village a Millionaire	26 November 2016	None	['None']
snes-05523	Donald Trump's grandfather Frederick Trump was a pimp and drug dealer who made his fortune running a brothel and opium den.	mostly false	https://www.snopes.com/fact-check/donald-trump-grandfather-prostitution/	None	Politics	None	Dan Evon	None	Did Donald Trump’s Grandfather Make His Fortune in Prostitution?	2 December 2015	None	['Donald_Trump']
snes-03724	A leaked e-mail revealed Clinton aide Cheryl Mills calling the men who died in Benghazi "idiot soldiers" and saying she was glad they were tortured.	false	https://www.snopes.com/fact-check/cheryl-mills-leaked-email/	None	Politics	None	Kim LaCapria	None	Cheryl Mills Called Benghazi Dead ‘Idiot Soldiers’ in Leaked E-Mail	24 October 2016	None	['Bill_Clinton', 'Cheryl_Mills', 'Benghazi']
snes-00863	Have Officials Warned that Someone Is Injecting Poison into Plastic Water Bottles?	false	https://www.snopes.com/fact-check/officials-warn-poison-bottled-water/	None	Junk News	None	David Emery	None	Have Officials Warned That Someone Is Injecting Poison into Plastic Water Bottles?	20 March 2018	None	['None']
snes-00911	Did President Donald Trump Sign an Executive Order Giving Veterans Free Care at Any Hospital?	mostly false	https://www.snopes.com/fact-check/trump-veterans-free-health-care/	None	Politics	None	Dan Evon	None	Did President Trump Sign an Executive Order Giving Veterans Free Care at Any Hospital?	9 March 2018	None	['None']
snes-04245	The red-bellied pacu, an invasive species related to the piranha but with human-like teeth, is known to have bitten off men's testicles, killing at least two victims.	mostly false	https://www.snopes.com/fact-check/pacu-testicle-biting-fish/	None	Critter Country	None	David Emery	None	Is the Pacu a Testicle-Biting Fish?	15 August 2016	None	['None']
snes-01189	Peter Brabeck-Letmathe, a former chairman and CEO of Nestlé, said that water is not a human right.	mixture	https://www.snopes.com/fact-check/nestle-ceo-water-not-human-right/	None	Questionable Quotes	None	David Emery	None	Did the Chief Executive Officer of Nestlé Say Water Is Not a Human Right?	18 January 2018	None	['None']
snes-02319	Little Debbie's Cosmic Brownies are infested with worms.	unproven	https://www.snopes.com/fact-check/cosmic-brownies/	None	Fauxtography	None	Kim LaCapria	None	Are Little Debbie Cosmic Brownies Infested with Worms?	30 May 2017	None	['None']
snes-00586	Are These Skiing Ostriches Real?	false	https://www.snopes.com/fact-check/skiing-ostriches-real/	None	Fauxtography	None	Dan Evon	None	Are These Skiing Ostriches Real?	16 May 2018	None	['None']
snes-01471	The Texas church shooter was an atheist and was also on the payroll of the Democratic National Committee.	false	https://www.snopes.com/fact-check/texas-church-shooter-atheist-dnc-payroll/	None	Junk News	None	Kim LaCapria	None	Was the Texas Church Shooter an Atheist on the DNC Payroll?	7 November 2017	None	['Texas', 'Democratic_National_Committee']
snes-03838	The European Scientific Journal, a peer-reviewed academic publication, concluded that the collapse of the Twin Towers and World Trade Center Building 7 on 11 September 2001 was the result of a controlled demolition.	false	https://www.snopes.com/fact-check/journal-endorses-911-conspiracy-theory/	None	Uncategorized	None	Alex Kasprak	None	Did a European Scientific Journal Conclude 9/11 Was a Controlled Demolition?	9 October 2016	None	['World_Trade_Center']
snes-05308	Sheriff Joe Arpaio has been named as Donald Trump's running mate.	false	https://www.snopes.com/fact-check/donald-trump-vp-arpaio/	None	Junk News	None	Dan Evon	None	FALSE: Donald Trump Announces Sheriff Joe Arpaio As His VP Running Mate	27 January 2016	None	['Joe_Arpaio', 'Donald_Trump']
snes-04780	Jeff Foxworthy said that you "might be a moron" if you allow refugees to enter the United States.	false	https://www.snopes.com/fact-check/you-might-be-a-moron/	None	Politics	None	Dan Evon	None	‘You Might be a Moron’ Quote	10 May 2016	None	['United_States']
snes-03136	A study has determined that Nutella brand spread includes a known carcinogen among its ingredients.	false	https://www.snopes.com/fact-check/nutella-cancer-risk/	None	Medical	None	Snopes Staff	None	Does Nutella Contain a Known Carcinogen?	16 January 2017	None	['None']
snes-01163	Malia Obama was arrested after being caught drinking while underage and running naked across the Harvard campus.	false	https://www.snopes.com/fact-check/malia-obama-streaking-harvard/	None	Junk News	None	David Mikkelson	None	Was Malia Obama Busted While Streaking at Harvard?	21 January 2018	None	['None']
snes-04021	Eleven states are introducing a truck curfew from 11PM until 6AM.	false	https://www.snopes.com/fact-check/truck-curfew/	None	Junk News	None	Kim LaCapria	None	11 States Agree to Implement and Enforce Truck Curfew	16 September 2016	None	['None']
snes-05683	Facebook users can receive a $5,000 cash reward from Bill Gates for clicking a share link.	false	https://www.snopes.com/fact-check/bill-gates-5000-giveaway/	None	Inboxer Rebellion	None	David Mikkelson	None	Bill Gates $5,000 Giveaway	3 June 1997	None	['Bill_Gates']
snes-03209	Symbols embossed on the exterior surfaces of Oreo cookies link the product to the alleged conspiratorial activities of the Knights Templar and Freemasons.	false	https://www.snopes.com/fact-check/secret-symbols-oreo-cookies/	None	Business	None	David Emery	None	The ‘Secret Symbolism’ of Oreo Cookies	4 January 2017	None	['Knights_Templar', 'Freemasonry']
snes-04492	Steven Hildreth Jr. was stopped by police officers for a broken headlight, but was let go with a verbal warning.	true	https://www.snopes.com/fact-check/steven-hildreth-traffic-stop/	None	Crime	None	Dan Evon	None	Steven Hildreth Jr.’s Traffic Stop	8 July 2016	None	['None']
snes-01548	Every time a particular message is shared, a company will donate money towards the medical care of a 14-year-old boy who was shot by his stepfather while he was defending his 2-year-old sister from rape.	false	https://www.snopes.com/fact-check/boy-shot-stepfather-appeal/	None	Inboxer Rebellion	None	Snopes Staff	None	‘Boy Shot by Stepfather’ Appeal	24 February 2010	None	['None']
snes-03702	Pat Buchanan said America was better when everybody "knew their place."	false	https://www.snopes.com/fact-check/pat-buchanan-said-things-were-better-in-the-50s-when-everyone-knew-their-place/	None	Politics	None	Arturo Garcia	None	Pat Buchanan Said Things Were Better in the `50s, When Everyone ‘Knew Their Place’	25 October 2016	None	['Pat_Buchanan', 'United_States']
snes-00452	While greeting North Korean dignitaries during his summit meeting with Chairman Kim Jong Un, President Trump returned the military salute of a North Korean general.	true	https://www.snopes.com/fact-check/trump-salute-north-korean-general/	None	Politics	None	David Emery	None	Did President Donald Trump Salute a North Korean General?	15 June 2018	None	['North_Korea']
snes-06263	Fast food restaurants, prisons, and school cafeterias use 'Grade D but edible' meat.	false	https://www.snopes.com/fact-check/grade-d-meat/	None	Food	None	David Mikkelson	None	‘Grade D But Edible’ Meat	3 May 2003	None	['None']
snes-03595	Donald Trump supporters chanted "we hate muslims, we hate blacks, we want our great country back" during a rally on election night.	false	https://www.snopes.com/fact-check/trump-rally-chant/	None	Junk News	None	Dan Evon	None	‘We Hate Muslims, We Hate Blacks’ Chanted at Trump Rally	9 November 2016	None	['None']
snes-00478	A child died in June 2018 because his parents used essential oils to treat his asthma.	unproven	https://www.snopes.com/fact-check/child-asthma-die-parents-switched-essential-oils-treatment/	None	Medical	None	Kim LaCapria	None	Did a Child with Asthma Die After Parents Switched to Essential Oils as Treatment?	11 June 2018	None	['None']
snes-03425	Inspirational Internet postings recount the high and low points in the life of KFC founder Colonel Harland Sanders.	mixture	https://www.snopes.com/fact-check/colonel-sanders/	None	Glurge Gallery	None	David Emery	None	The Life of Colonel Sanders	2 December 2016	None	['Colonel_Sanders', 'KFC']
snes-06421	E-mail describes ruse intended to scare away littering Mexican construction workers.	legend	https://www.snopes.com/fact-check/ice-badges/	None	Inboxer Rebellion	None	David Mikkelson	None	ICE Badges	24 May 2006	None	['Mexico']
snes-01490	Did Mexico Sign a Major Trade Deal With Argentina, In Retaliation Against Trump's Border Wall Plans?	mixture	https://www.snopes.com/fact-check/mexico-argentina-trade-deal-border-wall/	None	Politics	None	Dan MacGuill	None	Did Mexico Sign a Major Trade Deal With Argentina to Retaliate Against Trump’s Border Wall Plans?	1 November 2017	None	['Mexico', 'Argentina']
snes-00150	A young couple unable to conceive a child visited a fertility doctor, who discovered that they were engaging solely in anal sex.	unproven	https://www.snopes.com/fact-check/infertile-couple-sex-wrong/	None	Risqué Business	None	Dan Evon	None	Were a Couple Unable to Conceive for Four Years Because They Were Having Sex the ‘Wrong’ Way?	29 August 2018	None	['None']
snes-00538	An image shows an advertisement for a "legally edible" meat product called "boned rolled pig."	false	https://www.snopes.com/fact-check/did-stores-sell-boned-rolled-pig/	None	Food	None	Dan Evon	None	Did Grocery Stores Once Sell ‘Boned Rolled Pig’?	29 May 2018	None	['None']
snes-05556	Do In-N-Out Cups Contain ‘Hail Satan’ Messages?	false	https://www.snopes.com/fact-check/hail-satan-in-n-out-cup/	None	Fauxtography	None	Dan Evon	None	Do In-N-Out Cups Contain ‘Hail Satan’ Messages?	29 October 2015	None	['None']
snes-06353	The son of child care expert Dr. Benjamin Spock killed himself.	false	https://www.snopes.com/fact-check/doctored-spock/	None	Medical	None	David Mikkelson	None	Doctored Spock	9 September 2002	None	['None']
snes-00599	Image depicts a military spouses gathering at the White House, and no people of color were included.	miscaptioned	https://www.snopes.com/fact-check/military-spouses-white-house/	None	Fauxtography	None	Kim LaCapria	None	Does this Photograph Show Military Spouses at the White House?	14 May 2018	None	['White_House']
snes-01349	"Hatchimal" bath bombs are giving children chemical burns.	unproven	https://www.snopes.com/fact-check/hatchimal-bath-bombs/	None	Medical	None	Alex Kasprak	None	Are ‘Hatchimal’ Bath Bombs Giving Children Chemical Burns?	9 December 2017	None	['None']
snes-01977	Sen. John McCain's vote against a "skinny repeal' health care proposal stopped attempts to repeal the Affordable Care Act for FY `17.	false	https://www.snopes.com/fact-check/mccains-vote-obamacare-repeal/	None	Politics	None	Arturo Garcia	None	Did John McCain’s Vote Stop the ACA Repeal for the 2017 Fiscal Year?	1 August 2017	None	['John_McCain']
snes-06214	Transcript documents an unaired interview between Chris Matthews and Cardinal Bergoglio.	false	https://www.snopes.com/fact-check/cardinal-rule-2/	None	Religion	None	David Mikkelson	None	Chris Matthews and Cardinal Bergoglio Transcript	15 April 2013	None	['Chris_Matthews']
snes-03313	Johnny Carson made a risqué remark to a starlet who appeared on the Tonight Show with a cat on her lap.	false	https://www.snopes.com/fact-check/pussy-quipped/	None	Entertainment	None	David Mikkelson	None	Pussy Quipped	1 September 1998	None	['Johnny_Carson', 'The_Tonight_Show']
snes-05203	Vladimir Putin called President Obama an idiot for touting socialist policies.	false	https://www.snopes.com/fact-check/putin-obama-idiot-socialist/	None	Politics	None	Dan Evon	None	Vladimir Putin Didn’t Call Obama an Idiot for Socialist Policies	17 February 2016	None	['Vladimir_Putin', 'Barack_Obama']
snes-01145	Newsweek magazine reported that President Trump would be impeached and replaced by Hillary Clinton.	false	https://www.snopes.com/fact-check/newsweek-report-trump-impeachment/	None	Politics	None	David Mikkelson	None	Did Newsweek Report That Trump Will Be Impeached and Replaced by Hillary Clinton?	23 January 2018	None	['Hillary_Rodham_Clinton', 'Newsweek']
