para-00212	The Coalition’s parental leave scheme is "fully funded - by abolishing the existing scheme, and importantly by imposing the 1.5 per cent levy on the largest businesses."	half-true	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/21/joe-hockey/Fully-funded-PPL-we-like-to-see-numbers/index.html	None	['Child Care', 'Parental Leave', 'Tax']	Joe Hockey	Peter Martin, Peter Fray	None	Fully-funded PPL: we'd like to see the costings	Wednesday, August 21, 2013 at 3:54 p.m.	None	['None']
para-00052	Says the Coalition’s $22 billion paid parental leave scheme costs more than the Commonwealth spends on childcare or the NBN every year.	half-true	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/26/kevin-rudd/childcare-versus-paid-parental-leave-which-would-c/index.html	None	['Budget', 'Parental Leave']	Kevin Rudd	Michael Koziol, Peter Fray	None	Childcare versus paid parental leave - which would cost more?	Monday, August 26, 2013 at 10:46 p.m.	None	['Commonwealth_of_Nations']
para-00048	"Since we were elected we've trebled the amount of wind power in Australia."	mostly true	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/28/mark-butler/youve-got-wind-power-it-thanks-labor/index.html	None	['Carbon Tax', 'Environment']	Mark Butler	Michael Koziol, Peter Fray	None	You've got the (wind) power! But is it thanks to Labor?	Wednesday, August 28, 2013 at 4:18 p.m.	None	['Australia']
para-00054	"Forty-seven per cent of people who will vote in September are aged 50 years and over."	true	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/26/national-seniors-australia/seniors-politicians-ignore-them-their-perile-them/index.html	None	['Aged', 'Pension']	National Seniors Australia	Chris Pash, Peter Fray	None	Seniors: Politicians ignore them at their peril	Monday, August 26, 2013 at 3:54 p.m.	None	['None']
para-00156	"If we increase Year 12 completion rates to 90 per cent, we'll increase productivity by 0.6 per cent a year."	false	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jun/07/wayne-swan/swan-says-raising-year-12-completion-rates-will-li/index.html	None	['Economy', 'Education']	Wayne Swan	Ellie Harvey, Peter Fray	None	Swan says raising Year 12 completion rates will lift productivity by 0.6 per cent a year	Friday, June 7, 2013 at 5:28 p.m.	None	['None']
para-00130	"More people will die from asbestos in Australia than died in the fields of Flanders in World War I."	mostly true	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jul/01/bill-shorten/more-die-asbestos-Australia-fields-Flanders-war/index.html	None	['War History', 'Workers rights']	Bill Shorten	David Humphries, Peter Fray	None	"More people will die from asbestos in Australia than died in the fields of Flanders in World War I."	Monday, July 1, 2013 at 7:24 a.m.	None	['Australia', 'Flanders']
para-00174	Says Julia Gillard broke her promise that there would be "no carbon tax under the government I lead".	mostly true	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/may/19/tony-abbott/did-gillard-break-her-no-carbon-tax-promise/index.html	None	['Carbon Tax']	Tony Abbott	Ellie Harvey, Peter Fray	None	Did Gillard really break her 'no carbon tax' promise?	Sunday, May 19, 2013 at 6:52 p.m.	None	['Julia_Gillard']
para-00205	on his economic philosophy.	half flip	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/30/kevin-rudd/rudd-economic-conservative-or-nationalist/index.html	None	['Agriculture', 'Economy']	Kevin Rudd	Ellie Harvey, Peter Fray	None	Rudd: an economic conservative or nationalist?	Friday, August 30, 2013 at 5:29 p.m.	None	['None']
para-00165	"Labor has delivered the biggest increase to the pension in more than a century."	true	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/may/29/jenny-macklin/biggest-age-pension-rise-more-century/index.html	None	['Pension']	Jenny Macklin	Chris Pash, Su-Lin Tan, Peter Fray	None	The biggest age pension rise in more than a century	Wednesday, May 29, 2013 at 3:01 p.m.	None	['None']
para-00102	"We [stopped the boats] at a time where there were 20 per cent more people seeking asylum throughout the world than there are today."	mostly true	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jul/23/kelly-odwyer/more-or-fewer-asylum-seekers-10-years-years-ago/index.html	None	['Asylum Seekers']	Kelly O'Dwyer	Ellie Harvey, Peter Fray	None	Were there more or fewer asylum seekers 10 years ago?	Tuesday, July 23, 2013 at 3:34 p.m.	None	['None']
para-00114	"The world is moving away from carbon taxes and emissions trading schemes."	false	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jul/11/tony-abbott/home-alone-rest-world-moving-away-carbon-pricing/index.html	None	['Carbon Tax', 'Environment']	Tony Abbott	Michael Koziol, Peter Fray	None	Home alone: is the rest of the world moving away from carbon pricing?	Thursday, July 11, 2013 at 9:01 a.m.	None	['None']
para-00154	The government’s net debt level, measured against GDP, "is the same as someone who earns $100,000 a year having a mortgage of $10,000".	mostly false	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jun/09/julia-gillard/julia-gillards-says-net-federal-debt-same-person-o/index.html	None	['Debt', 'Economy']	Julia Gillard	David Humphries, Su-Lin Tan, Peter Fray	None	Julia Gillard says net federal debt is the same as a person owing $10k on a $100k mortgage	Sunday, June 9, 2013 at 7:00 p.m.	None	['None']
para-00057	"Australia changed its Extradition Act just over a year ago to make it easier to extradite Australians to the United States for so-called political crimes."	half-true	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/23/julian-assange/sydney-sing-sing-extraditing-julian-assange/index.html	None	['Terrorism']	Julian Assange	Michael Koziol, Peter Fray	None	From Sydney to Sing Sing: extraditing Julian Assange	Friday, August 23, 2013 at 2:46 p.m.	None	['United_States', 'Australia']
para-00180	Government revenues are "up 7 per cent" despite the budget deficit.	true	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/may/14/andrew-robb/liberals-say-government-revenues-are-7-cent-despit/index.html	None	['Budget']	Andrew Robb	Chris Pash, Peter Fray	None	Liberals say government revenues are 'up 7 per cent' despite the budget deficit	Tuesday, May 14, 2013 at 12:29 p.m.	None	['None']
para-00079	Says Labor is the only party "that introduces new taxes or increases taxes without a mandate".	false	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/08/liberal-party-australia/labor-labor-only-party-introduces-new-taxes-or-inc/index.html	None	['Economy', 'Tax']	Liberal Party of Australia	Jonathan Pearlman, Peter Fray	None	Labor is the only party “that introduces new taxes or increases taxes without a mandate."	Thursday, August 8, 2013 at 7:06 p.m.	None	['None']
para-00220	Says Australia is giving billions of dollars in taxpayer money to Russia.	pants on fire!	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/17/mike-holt/one-nation-candidate-says-australia-gives-billions/index.html	None	['Budget']	Mike Holt	Michael Koziol, Peter Fray	None	One Nation candidate says Australia gives billions of dollars to Russia	Saturday, August 17, 2013 at 6:26 p.m.	None	['Russia']
para-00160	Says "connection to the (Government's) NBN is not free".	mostly true	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jun/05/malcolm-turnbull/connection-nbn-not-free-turnbull/index.html	None	['National Broadband Network', 'Technology']	Malcolm Turnbull	Flynn Murphy, Peter Fray	None	Connection to the NBN is not free: Turnbull	Wednesday, June 5, 2013 at 3:27 p.m.	None	['None']
para-00172	Public sector now "20,000 bureaucrats bigger than in 2007".	mostly false	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/may/20/tony-abbott/tony-abbott-says-we-now-have-20000-more-bureaucrat/index.html	None	['Budget', 'Defence', 'Public Service']	Tony Abbott	Chris Pash, Peter Fray	None	Tony Abbott says we now have 20,000 more bureaucrats than in 2007	Monday, May 20, 2013 at 6:22 p.m.	None	['None']
para-00105	"Average families will be $380 a year better off" under Labor and "$1200 a year worse off" under Abbott	half-true	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jul/18/kevin-rudd/rudd-says-average-families-will-be-better-when-car/index.html	None	['Carbon Tax', 'Economy']	Kevin Rudd	Ellie Harvey, Chris Pash, Peter Fray	None	Rudd says families will be better off under Labor's emissions trading and worse off under Abbott	Thursday, July 18, 2013 at 3:22 p.m.	None	['None']
para-00221	Says Labor's NBN will blow out to $94 billion.	half-true	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/17/malcolm-turnbull/will-labors-nbn-cost-94-billion/index.html	None	['National Broadband Network']	Malcolm Turnbull	Peter Martin, Flynn Murphy, Peter Fray	None	Will Labor's NBN cost $94 billion?	Saturday, August 17, 2013 at 9:00 a.m.	None	['None']
para-00015	''When [the carbon tax repeal] bill is passed, Australian households will be better off to the tune of $550 a year."	mostly false	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/oct/17/tony-abbott/Carbon-tax-repeal-bill-mean-household-better-off/index.html	None	['Carbon Tax', 'Cost of living']	Tony Abbott	Michael Koziol, Peter Fray	None	'When [the carbon tax repeal] bill is passed, Australian households will be better off to the tune of $550 a year."	Thursday, October 17, 2013 at 4:34 p.m.	None	['Australia']
para-00014	"We'll have more women in the executive of the Labor opposition than either side of politics has ever had in Australia's history."	mostly true	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/oct/18/bill-shorten/Shortern-female-friendly-team-history/index.html	None	["Women's Rights", 'gender equity']	Bill Shorten	Michael Koziol, Peter Fray	None	Has Bill Shorten delivered the most female friendly Labor team in history?	Friday, October 18, 2013 at 5:42 p.m.	None	['Australia', 'Australian_Labor_Party']
para-00124	"The 'Yes' camp is getting forty times the funding that the 'No' camp is getting."	mostly true	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jul/04/tony-abbott/abbott-says-yes-case-gets-40-times-funding-referen/index.html	None	['Local Government']	Tony Abbott	Ellie Harvey, David Humphries, Peter Fray	None	Abbott says Yes case gets 40 times the funding in the referendum on local government	Thursday, July 4, 2013 at 10:27 a.m.	None	['None']
para-00101	"The primary reason for the hike in electricity prices appears to be the current system of national electricity regulation."	half-true	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jul/24/kevin-rudd/rudd/index.html	None	['Carbon Tax', 'Economy', 'Energy', 'Utilities']	Kevin Rudd	Chris Pash, Su-Lin Tan, Peter Fray, David Humphries	None	Rudd says national regulations have allowed utilities to be used as cash cows by the states	Wednesday, July 24, 2013 at 11:01 a.m.	None	['None']
para-00155	Nothing can ever happen in terms of the GST without the agreement of all the states and territories.	mostly false	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jun/09/tony-abbott/tony-abbott-says-gst-cannot-be-changed-without-all/index.html	None	['Federal-State relations', 'Tax']	Tony Abbott	Chris Pash, Alix Piatek, Peter Fray	None	Tony Abbott says the GST cannot be changed without all states agreeing	Sunday, June 9, 2013 at 6:58 p.m.	None	['None']
para-00033	"All states are saying actually GST needs to go up."	half-true	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/sep/21/colin-barnett/how-do-you-increase-gst-without-increasing-gst/index.html	None	['Federal-State relations', 'Tax']	Colin Barnett	Michael Koziol, Peter Fray	None	How do you increase the GST without increasing the GST?	Saturday, September 21, 2013 at 8:29 a.m.	None	['None']
para-00133	Australia has "thousands of industrial deaths each year".	false	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jun/27/kevin-rudd/rudd-australia-thousands-industrial-deaths-year/index.html	None	['Industrial accidents', 'Industrial relations', 'Workers rights']	Kevin Rudd	David Humphries, Emma Lancaster, Peter Fray	None	Does Australia have thousands of industrial deaths each year?	Thursday, June 27, 2013 at 6:52 p.m.	None	['None']
para-00168	Says national government debt has gone from "zero to heading towards $400 billion".	false	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/may/24/julie-bishop/julie-bishop-says-national-debt-has-gone-zero-head/index.html	None	['Budget', 'Debt', 'Economy', 'Finance']	Julie Bishop	David Humphries, Peter Fray	None	Julie Bishop says national debt has gone "from zero to heading towards $400 billion".	Friday, May 24, 2013 at 2:25 p.m.	None	['None']
para-00053	Tony Abbott’s electorate boasts the suburb/municipality with the highest proportion of women earning more than $100,000, giving them the greatest benefit of his paid parental leave scheme.	mostly true	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/26/jenny-macklin/abbott-looking-after-his-own-paid-parental-leave-l/index.html	None	['Parental Leave']	Jenny Macklin	Ellie Harvey, Jack Fisher, Peter Fray	None	Is Abbott looking after his own? Paid parental leave for the Liberal elite	Monday, August 26, 2013 at 4:45 p.m.	None	['None']
para-00027	"The electorates represented by crossbenchers in the last parliament received 3.9% of federal health funding despite only representing 2.1% of all lower house seats."	mostly false	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/sep/30/cathy-mcgowan/independents-last-parliament-3-9-health-funding/index.html	None	['Health']	Cathy McGowan	Flynn Murphy, Peter Fray	None	Did independents in the last parliament score 3.9 per cent of federal health funding?	Monday, September 30, 2013 at 11:35 a.m.	None	['None']
para-00081	Australian families are "all struggling from cost of living pressures".	false	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/08/kevin-rudd/under-pressure-empathise-rudd-calls-big-squeeze/index.html	None	['Cost of living', 'Economy']	Kevin Rudd	David Humphries, Peter Martin, Peter Fray	None	Under pressure to empathise Rudd calls in the big squeeze	Thursday, August 8, 2013 at 9:11 a.m.	None	['Australia']
para-00177	"Federal government public servants are purchasing gold-plated coffee machines."	pants on fire!	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/may/16/jamie-briggs/liberal-party-says-public-servants-buying-gold-pla/index.html	None	['Public Service']	Jamie Briggs	Chris Pash, Su-Lin Tan, Peter Fray	None	Liberal Party says public servants buying gold-plated coffee machines	Thursday, May 16, 2013 at 3:52 p.m.	None	['None']
para-00051	The Liberal Party has "confirmed" it will "cut 20,000 jobs".	false	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/27/kate-lundy/has-liberal-party-confirmed-it-will-cut-20000-jobs/index.html	None	['Employment', 'Industrial relations', 'Workers rights']	Kate Lundy	Peter Martin, Peter Fray	None	Has the Liberal Party confirmed it will cut 20,000 jobs?	Tuesday, August 27, 2013 at 8:28 a.m.	None	['None']
para-00202	"You belong to a vanishing race — when 20 people die in Australia, they’ll only be replaced by 17 people."	pants on fire!	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/sep/02/bob-katter/populate-or-perish-are-australians-vanishing-race/index.html	None	['Immigration', 'Population']	Bob Katter	Michael Koziol, Peter Fray	None	Populate or perish - are Australians "a vanishing race"?	Monday, September 2, 2013 at 10:10 p.m.	None	['Australia']
para-00198	Says asylum seekers are "a hot topic here [western Sydney] because our traffic is overcrowded".	mostly false	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/sep/04/fiona-scott/fiona-scott-drives-through-hot-topic-asylum-seeker/index.html	None	['Asylum Seekers', 'Immigration', 'Refugees']	Fiona Scott	Jonathan Pearlman, Peter Fray	None	Fiona Scott drives through the "hot topic" of asylum seekers and overcrowding	Wednesday, September 4, 2013 at 5:10 p.m.	None	['Sydney']
para-00111	"Interest rates have been reduced to their lowest rate in 30 years, saving thousands of dollars in mortgage payments every year"	half-true	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jul/15/brendan-oconnor/alp-says-interest-rates-are-lowest-30-years-saying/index.html	None	['Economy']	Brendan O'Connor	Chris Pash, Peter Fray	None	ALP says interest rates are the lowest in 30 years, saving thousands on mortgage payments	Monday, July 15, 2013 at 1:37 p.m.	None	['None']
para-00104	"Whether it’s a fixed tax or a floating tax, (Rudd's floating-price emissions trading scheme) is still a tax."	mostly false	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jul/19/tony-abbott/tax-tax-tax-emissions-trading-scheme/index.html	None	['Carbon Tax', 'Environment']	Tony Abbott	Flynn Murphy, Su-Lin Tan, Peter Fray	None	A tax is a tax is a tax, but is an emissions trading scheme?	Friday, July 19, 2013 at 12:26 p.m.	None	['None']
para-00040	"Deterrents and punishments do not work to stop boats."	half-true	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/sep/10/australian-greens/deterrents-do-not-stop-boats-greens/index.html	None	['Asylum Seekers', 'Border Protection']	Australian Greens	Flynn Murphy, Jack Fisher, Peter Fray	None	Deterrents do not stop boats: The Greens	Tuesday, September 10, 2013 at 8:59 a.m.	None	['None']
para-00078	Says it is "standard naval practice to intercept and turn boats around on the high seas".	half-true	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/08/tony-abbott/abbott-says-it-standard-naval-practice-turn-boats-/index.html	None	['Asylum Seekers', 'Defence']	Tony Abbott	Flynn Murphy, Peter Fray	None	Abbott says it is standard naval practice to turn boats around on the high seas	Thursday, August 8, 2013 at 7:26 p.m.	None	['None']
para-00163	Asylum seekers arriving by boat are illegally entering Australia.	half-true	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jun/03/scott-morrison/asylum-seekers-arriving-boat-are-illegally-enterin/index.html	None	['Asylum Seekers']	Scott Morrison	David Humphries, Peter Fray	None	Are asylum seekers arriving by boat illegally entering Australia?	Monday, June 3, 2013 at 10:29 a.m.	None	['Australia']
para-00107	Rio Tinto last year made a $9 billion profit from mining Pilbara iron ore and paid no minerals resource rent tax.	true	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jul/18/scott-ludlam/rio-tinto-paid-no-minerals-resource-rent-tax-last/index.html	None	['Mining', 'Tax']	Scott Ludlam	David Humphries, Peter Fray	None	Rio Tinto paid no Minerals Resource Rent Tax over the last financial year: Ludlam	Thursday, July 18, 2013 at 12:51 p.m.	None	['Rio_Tinto_Group', 'Pilbara']
para-00116	"Islam is our country's fourth most observed religion."	false	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jul/10/bob-carr/carr-says-islam-fourth-most-observed-religion-aust/index.html	None	['Religion']	Bob Carr	Ellie Harvey, Peter Fray	None	Carr says Islam is the fourth most observed religion in Australia	Wednesday, July 10, 2013 at 4:14 p.m.	None	['Islam']
para-00195	The Democratic Labour Party has "a position in their constitution that one should remain abstinent before marriage".	mostly false	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/sep/05/fiona-patten/no-sex-you-minor-parties-slog-it-out-over-abstinen/index.html	None	['Election', 'Social Policy']	Fiona Patten	Michael Koziol, Peter Fray	None	No sex for you! Minor parties slog it out over abstinence	Thursday, September 5, 2013 at 8:34 a.m.	None	['None']
para-00044	Says the Coalition’s paid parental scheme doesn’t pay more to low-paid women than the government’s.	false	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/29/bill-shorten/which-paid-parental-scheme-better-lower-paid-women/index.html	None	['Parental Leave']	Bill Shorten	Chris Pash, Alix Piatek, Peter Fray	None	Which paid parental scheme is better for lower paid women?	Thursday, August 29, 2013 at 6:04 p.m.	None	['None']
para-00106	"Kevin Rudd’s carbon tax will cost the average household more than $3000 over the six years from mid-2014."	mostly true	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jul/18/greg-hunt/how-much-will-floating-carbon-price-cost-australia/index.html	None	['Carbon Tax', 'Economy', 'Environment']	Greg Hunt	Michael Koziol, David Humphries	None	How much will a floating carbon price cost Australian households?	Thursday, July 18, 2013 at 3:21 p.m.	None	['None']
para-00120	"The share of university offers to students with ATAR scores of less than 50 has increased from 2.1 per cent in 2011 to 4.1 per cent in 2013."	true	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jul/08/kim-carr/are-students-atar-under-50-offered-more-university/index.html	None	['Education']	Kim Carr	Ellie Harvey, Peter Fray	None	Are students with an ATAR under 50 offered more university places than before?	Monday, July 8, 2013 at 12:40 p.m.	None	['None']
para-00141	"Every illegal boat is costing you $12.8 million."	mostly true	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jun/25/liberal-party-australia/liberal-party-says-every-illegal-boat-costing-128-/index.html	None	['Asylum Seekers', 'Budget', 'Campaign ads', 'Immigration']	Liberal Party of Australia	Chris Pash, Peter Fray, Su-Lin Tan	None	Liberal Party says every "illegal boat" is costing Australians $12.8 million	Tuesday, June 25, 2013 at 10:39 a.m.	None	['None']
para-00140	"There are more Australians in work today than there have been at any time in our nation’s history."	half-true	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jun/25/stephen-jones/labor-says-more-people-are-full-time-jobs-now-ever/index.html	None	['Economy', 'Employment']	Stephen Jones	Su-Lin Tan, David Humphries, Peter Fray	None	Labor says more people are in full-time jobs now than ever before	Tuesday, June 25, 2013 at 2:53 p.m.	None	['None']
para-00032	"We've just seen one of the earliest ever starts to the bushfire season in Sydney following the hottest twelve months on record."	mostly false	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/sep/23/Tim-Flannery/sacked-flannery-commissions-bushfires-his-defence/index.html	None	['Climate change', 'Environment']	Tim Flannery	Jonathan Pearlman, Peter Fray	None	Sacked Flannery commissions the bushfires in his defence	Monday, September 23, 2013 at 7:12 a.m.	None	['Sydney']
para-00193	The national curriculum for history has been politicised [under Labor].	false	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/sep/05/tony-abbott/what-flavour-history-will-australian-children-stud/index.html	None	['Education']	Tony Abbott	Chris Pash, Peter Fray	None	Are the history wars really history? Abbott thinks not	Thursday, September 5, 2013 at 5:45 p.m.	None	['None']
