wast-00160	I look at the 20,000 jobs that have left America because of the irresponsible medical-device tax"	2 pinnochios	 https://www.washingtonpost.com/news/fact-checker/wp/2017/03/16/the-claim-that-the-medical-device-tax-led-to-the-loss-of-20000-u-s-jobs/	None	None	Rep. Kevin Brady (R-Texas)	Michelle Ye Hee Lee	None	The claim that the medical-device tax led to the loss of 20,000 U.S. jobs	March 16, 2017	None	['United_States']
wast-00053	Trade deficit \xe2\x80\x94 $52 billion reduction in the trade deficit for the quarter. .\xe2\x80\x89.\xe2\x80\x89. I think nobody would have thought that would be possible so quickly. $52 billion reduction in the trade deficit for the quarter.	4 pinnochios	 https://www.washingtonpost.com/news/fact-checker/wp/2018/08/08/president-trumps-new-favorite-trade-talking-point-falls-apart-under-scrutiny/	None	None	Donald Trump	Glenn Kessler	None	President Trump's new favorite trade talking point falls apart under scrutiny	August 8	None	['None']
wast-00156	"Is it an act of mercy to throw 24 million people off of health insurance, so Republicans can hand billionaires a massive new tax giveaway?"	needs context	 https://www.washingtonpost.com/news/fact-checker/wp/2017/03/17/fact-checking-democrats-rhetoric-on-the-gop-health-care-bill/	None	None	Nancy Pelosi	Michelle Ye Hee Lee	None	Fact-checking Democrats' rhetoric on the GOP health-care bill	March 17, 2017	None	['None']
wast-00101	We have to break up families. The Democrats gave us that law. It's a horrible thing where you have to break up families. The Democrats gave us that law and they don't want to do anything about it.	false	 https://www.washingtonpost.com/news/fact-checker/wp/2018/05/30/fact-checking-immigration-spin-on-separating-families-and-1500-lost-children/	None	None	Donald Trump	Salvador Rizzo	None	Fact-checking immigration spin on separating families and 1,500 \xe2\x80\x98lost' children	May 30	None	['Democratic_Party_(United_States)']
wast-00072	Just to state this: Justice Kennedy's son gave a billion dollar loan to Trump when no one would give him a dime, and Justice Kennedy has been ruling in favor of the Trump Administration position for 2 years as the Court decides 5-4 case after 5-4 case.	4 pinnochios	 https://www.washingtonpost.com/news/fact-checker/wp/2018/07/12/untangling-the-links-between-trump-deutsche-bank-and-justice-kennedys-son/	None	None	Neera Tanden	Salvador Rizzo	None	The thinly sourced theories about Trump's loans and Justice Kennedy's son	July 12	None	['Anthony_Kennedy']
wast-00185	During Watergate inquiry, "Hillary Rodham was fired by her supervisor, lifelong Democrat Jerry Zeifman.	4 pinnochios	 https://www.washingtonpost.com/news/fact-checker/wp/2016/09/06/the-zombie-claim-that-hillary-clinton-was-fired-during-the-watergate-inquiry/	None	None	Internet meme	Glenn Kessler	None	The zombie claim that Hillary Clinton was fired during the Watergate inquiry	September 6, 2016	None	['Hillary_Rodham_Clinton', 'Watergate_scandal']
wast-00044	"The White House staff secretary is essentially the inbox and outbox for the president of the United States."	not the whole story	 https://www.washingtonpost.com/politics/2018/08/15/fact-checking-bipartisan-spinfest-brett-kavanaughs-time-white-house/	None	None	Charles E. Grassley	Salvador Rizzo	None	Fact-checking the bipartisan spinfest on Brett Kavanaugh's time at the White House	August 15	None	['United_States', 'White_House']
wast-00090	"I hate the children being taken away. The Democrats have to change their law. That\'s their law."	false	 https://www.washingtonpost.com/news/fact-checker/wp/2018/06/14/recidivism-watch-trump-administration-again-blames-others-for-its-own-family-separation-policy/	None	None	Donald Trump	Salvador Rizzo	None	Recidivism Watch: Trump administration again blames others for its own family separation policy	June 14	None	['Democratic_Party_(United_States)']
wast-00155	"FBI Director Comey: fmr. DNI Clapper "right" to say no evidence of collusion between Russia and Trump Campaign."	4 pinnochios	 https://www.washingtonpost.com/news/fact-checker/wp/2017/03/20/president-trumps-terrible-horrible-no-good-very-bad-twitter-day/	None	None	Donald Trump	Glenn Kessler	None	President Trump's terrible, horrible, no good, very bad Twitter day	March 20, 2017	None	['Russia']
wast-00190	"Fifty-eight percent of your [African American] youth is unemployed."	4 pinnochios	 https://www.washingtonpost.com/news/fact-checker/wp/2016/08/24/trumps-misleading-claim-that-58-percent-of-black-youth-are-unemployed/	None	None	Donald Trump	Michelle Ye Hee Lee	None	Trump's misleading claim that 58 percent of black youths are unemployed	August 24, 2016	None	['None']
wast-00038	"They didn't know she was a representative of the Russian government"	4 pinnochios	 https://www.washingtonpost.com/politics/2018/08/21/rudy-giulianis-pinocchio-laden-interview-nbcs-meet-press/	None	None	Rudolph W. Giuliani	Glenn Kessler	None	Rudy Giuliani's Pinocchio-laden interview on NBC's \xe2\x80\x98Meet the Press'	August 21	None	['Russia']
wast-00045	Let me re\xc2\xadmind you that when the Re\xc2\xadpub\xc2\xadlic\xc2\xadans took pow\xc2\xader when President Obama was president of the United States, what Mitch McConnell said is, \xe2\x80\x98The most im\xc2\xadport\xc2\xadant thing we can do is to make sure he does not suc\xc2\xadceed.' If that wasn't a rac\xc2\xadist state\xc2\xadment. That is un\xc2\xadthink\xc2\xada\xc2\xadble.	4 pinnochios	 https://www.washingtonpost.com/politics/2018/08/14/nancy-pelosi-twists-an-old-mcconnell-quote-into-racist-statement/	None	None	Nancy Pelosi	Glenn Kessler	None	Nancy Pelosi twists an old McConnell quote into a \xe2\x80\x98racist statement'	August 14	None	['United_States', 'Mitch_McConnell', 'Barack_Obama']
wast-00106	Thanks to the president's leadership, we're already providing nearly $2 billion more in help to local governments to ensure security at our schools and the safety of our students. It represents the single largest investment in school safety in American history.	4 pinnochios	 https://www.washingtonpost.com/news/fact-checker/wp/2018/05/23/the-trump-administrations-bogus-spin-that-it-obtained-2-billion-for-school-safety/	None	None	Mike Pence	Glenn Kessler	None	The Trump administration's bogus spin that it obtained $2 billion for \xe2\x80\x98school safety'	May 23	None	['United_States']
wast-00069	Regarding a question on opioids, Bredesen compared the issue to the methamphetamine crisis during his own time as governor. He said the meth problem was \xe2\x80\x98cut in half' when laws were enacted restricting people from buying certain drugs.	3 pinnochios	 https://www.washingtonpost.com/news/fact-checker/wp/2018/07/18/phil-bredesens-claim-that-tennessees-meth-problem-was-cut-in-half/	None	None	Phil Bredesen	Salvador Rizzo	None	Phil Bredesen's claim that Tennessee's meth problem was \xe2\x80\x98cut in half'	July 18	None	['Phil_Bredesen']
wast-00141	"Forty percent of the guns in this country are sold without any background checks.	4 pinnochios	 https://www.washingtonpost.com/news/fact-checker/wp/2018/02/20/bernie-sanders-resurrects-a-zombie-claim-on-gun-sales-without-background-checks/	None	None	Bernie Sanders	Glenn Kessler	None	Bernie Sanders resurrects a \xe2\x80\x98zombie' claim on gun sales without background checks	February 20	None	['None']
wast-00133	"Border Patrol Agents are not allowed to properly do their job at the Border because of ridiculous liberal (Democrat) laws like Catch & Release."	3 pinnochios	 https://www.washingtonpost.com/news/fact-checker/wp/2018/04/04/president-trumps-claim-that-democrats-created-catch-and-release-policies/	None	None	Donald Trump	Salvador Rizzo	None	President Trump's claim that Democrats created \xe2\x80\x98catch and release' policies	April 4	None	['Democratic_Party_(United_States)']
wast-00036	Since she joined the Senate, McCaskill's husband received $131 million in federal subsidies \xe2\x80\x94 subsidies that let the McCaskills pocket up to $22 million. \xe2\x80\xa6Claire McCaskill: She gets rich, you pay.	3 pinnochios	 https://www.washingtonpost.com/politics/2018/08/27/misleading-attack-senatorial-spouses-investments/	None	None	National Republican Senatorial Committee	Glenn Kessler	None	A misleading attack on a senatorial spouse's investments	August 27	None	['None']
wast-00068	Another day, another lie. The reality is that 7 in 10 Americans support #RoevWade and the right to legal abortion. bit.ly/2KZtoXy #7in10forRoe	not the whole story	 https://www.washingtonpost.com/news/fact-checker/wp/2018/07/19/whos-in-favor-of-abortion/	None	None	NARAL Pro-Choice America	Meg Kelly	None	How many Americans back abortion rights?	July 19	None	['United_States']
wast-00128	The bottom line has to equal 1 percent. A 1 percent cut each year is about $13 billion, actually balances the budget in five years.	4 pinnochios	 https://www.washingtonpost.com/news/fact-checker/wp/2018/04/26/surprise-it-would-take-nine-years-for-all-of-trumps-nominations-to-be-approved/	None	None	Rand Paul	Glenn Kessler	None	Rand Paul's claim that cutting $13 billion a year would balance the budget	April 26	None	['None']
wast-00178	"Hillary Clinton and her campaign of 2008, started the birther controversy."	4 pinnochios	 https://www.washingtonpost.com/news/fact-checker/wp/2016/09/16/recidivism-watch-trump-repeats-debunked-claim-that-clinton-started-the-birther-controversy/	None	None	Donald Trump	Michelle Ye Hee Lee	None	Recidivism Watch: Trump repeats debunked claim that Clinton \xe2\x80\x98started the birther controversy'	September 16, 2016	None	['None']
wast-00060	One of the worst cases was the reporting on the U.S. ability to listen to Osama bin Laden\'s satellite phone in the late \'90s. Because of that reporting, he stopped using that phone and the country lost valuable intelligence.	4 pinnochios	 https://www.washingtonpost.com/news/fact-checker/wp/2018/08/02/the-zombie-claim-that-wont-die-the-media-exposed-bin-ladens-phone/	None	None	Sarah Huckabee Sanders	Glenn Kessler	None	The zombie claim that won't die: The media exposed bin Laden's phone.	August 2	None	['United_States', 'Osama_bin_Laden']
wast-00147	How low has President Obama gone to tapp [sic] my phones during the very sacred election process. This is Nixon/Watergate. Bad (or sick) guy!	4 pinnochios	 https://www.washingtonpost.com/news/fact-checker/wp/2017/09/22/is-president-trump-vindicated-on-his-claim-of-wires-tapped-by-obama/	None	None	Donald Trump	Michelle Ye Hee Lee	None	Is President Trump vindicated on his claim of \xe2\x80\x98wires tapped' by Obama?	September 22, 2017	None	['Barack_Obama']
wast-00116	Paul Cassel and Richard Fowles of the University of Utah analyzed the dramatic surge in Chicago homicides in 2016. ... They concluded the 58 percent increase was caused by the abrupt decline in \xe2\x80\x98stop and frisks' in 2015. There had been a horrific police shooting, protests and an ACLU lawsuit. The settlement of that lawsuit resulted in a decline in stops from 40,000 per month to 10,000 per month. Arrests fell also. In sum, they conclude that these actions in late 2016, conservatively calculated, resulted in approximately 236 additional victims killed and over 1,100 additional shootings in 2016 alone. The scholars call it the \xe2\x80\x98ACLU effect.'"	3 pinnochios	 https://www.washingtonpost.com/news/fact-checker/wp/2018/05/14/jeff-sessionss-claim-that-an-aclu-settlement-with-chicago-caused-murders-to-spike/	None	None	Jeff Sessions	Salvador Rizzo	None	Jeff Sessions's claim that an ACLU settlement with Chicago caused murders to spike	May 14	None	['Chicago', 'University_of_Utah']
wast-00012	The Iran deal was a windfall for Iran's leaders. In the years since the deal was reached, Iran's military budget grew nearly 40 percent.	false	 https://www.washingtonpost.com/politics/2018/09/26/fact-checking-president-trumps-speech-un-general-assembly/	None	None	Donald Trump	Glenn Kessler	None	Fact-checking President Trump's speech to the U.N. General Assembly	September 26	None	['Iran']
wast-00177	"It's not true that he [Trump] kept it [birtherism] up for five years.	4 pinnochios	 https://www.washingtonpost.com/news/fact-checker/wp/2016/09/18/christies-claim-that-trump-did-not-on-a-regular-basis-spout-birther-nonsense-after-2011/	None	None	Chris Christie	Glenn Kessler	None	Christie's claim that Trump did not \xe2\x80\x98on a regular basis' spout birther nonsense after 2011	September 18, 2016	None	['None']
wast-00008	"Lyin' Bryan Steil has not manufactured anything in his life. ... [He] worked to send Wisconsin jobs overseas.	3 pinnochios	 https://www.washingtonpost.com/politics/2018/09/28/dueling-ads-manufacturing-race-paul-ryans-seat/	None	None	Campaign ad for Randy Bryce	Salvador Rizzo	None	Dueling ads on manufacturing in the race for Paul Ryan's seat	September 28	None	['Wisconsin']
wast-00043	"What he [Brett Kavanaugh] told us under oath is not accurate."	needs context	 https://www.washingtonpost.com/politics/2018/08/15/fact-checking-bipartisan-spinfest-brett-kavanaughs-time-white-house/	None	None	Richard J. Durbin	Salvador Rizzo	None	Fact-checking the bipartisan spinfest on Brett Kavanaugh's time at the White House	August 15	None	['None']
wast-00222	"More white people have been shot by police officers this past year than minorities."	2 pinnochios	 https://www.washingtonpost.com/news/fact-checker/wp/2016/07/11/huckabees-claim-that-more-white-people-were-shot-in-2015-than-minorities/	None	None	Mike Huckabee	Michelle Ye Hee Lee	None	Huckabee's claim that more white people were shot by police in 2015 than minorities	July 11, 2016	None	['None']
wast-00015	We lost thousands of factories and millions of jobs because of NAFTA \xe2\x80\x94 thousands. Think of it: Thousands of factories, millions of jobs. We're turning it around. Already, Chrysler is coming back with auto plants. Many companies are now in Michigan, Ohio, different places, Pennsylvania. They're building beautiful, brand-new auto plants. Nobody thought they'd ever see that happen.	3 pinnochios	 https://www.washingtonpost.com/politics/2018/09/24/president-trumps-claims-about-nafta-us-auto-industry/	None	None	Donald Trump	Salvador Rizzo	None	President Trump's claims about NAFTA and the U.S. auto industry	September 24	None	['Ohio', 'Michigan', 'Pennsylvania', 'Chrysler', 'North_American_Free_Trade_Agreement']
wast-00208	"20 people gave her $60 million in her fund. $60 million from 20 people."	4 pinnochios	 https://www.washingtonpost.com/news/fact-checker/wp/2016/08/04/trumps-absurd-charge-that-clinton-raised-60-million-in-july-from-just-20-people/	None	None	Donald Trump	Glenn Kessler	None	Trump's absurd charge that Clinton raised $60 million in July from just 20 people	August 4, 2016	None	['None']
wast-00059	This President has actually repealed 22 federal regulations for every new federal rule put on the books."	3 pinnochios	 https://www.washingtonpost.com/news/fact-checker/wp/2018/08/03/has-the-trump-administration-repealed-22-regulations-for-each-new-one/	None	None	Mike Pence	Glenn Kessler	None	Has the Trump administration repealed 22 regulations for each new one?	August 3	None	['None']
wast-00046	Farmers have been on a downward trend for 15 years. The price of soybeans has fallen 50% since 5 years before the Election. A big reason is bad (terrible) Trade Deals with other countries.	3 pinnochios	 https://www.washingtonpost.com/news/fact-checker/wp/2018/08/13/both-sides-of-the-aisle-stretch-the-truth-in-the-soybean-debate/	None	None	Donald Trump	Meg Kelly	None	Both sides of the aisle stretch the truth in the soybean debate	August 13	None	['None']
wast-00168	If a servicemember "handled classified information the way Hillary Clinton did \xe2\x80\xa6 they'd be court-martialed. ... Absolutely true.	2 pinnochios	 https://www.washingtonpost.com/news/fact-checker/wp/2016/10/07/neither-kaine-and-pence-was-absolutely-correct-about-clinton-emails-and-court-martial/	None	None	Mike Pence	Michelle Ye Hee Lee	None	Neither Kaine nor Pence was \xe2\x80\x98absolutely' correct about Clinton emails and court-martial	October 7, 2016	None	['None']
wast-00164	How low has President Obama gone to tapp [sic] my phones during the very sacred election process. This is Nixon/Watergate. Bad (or sick) guy!	4 pinnochios	 https://www.washingtonpost.com/news/fact-checker/wp/2017/03/05/trumps-evidence-for-obama-wiretap-claims-relies-on-sketchy-anonymously-sourced-reports/	None	None	Donald Trump	Glenn Kessler	None	Trump's \xe2\x80\x98evidence' for Obama wiretap claims relies on sketchy, anonymously sourced reports	March 5, 2017	None	['Barack_Obama']
wast-00100	"Harvard report says 4645 people died in Puerto Rico as a result of Hurricane Maria."	not the whole story	 https://www.washingtonpost.com/news/fact-checker/wp/2018/06/02/did-4645-people-die-in-hurricane-maria-nope/	None	None	News media	Glenn Kessler	None	Did 4,645 people die in Hurricane Maria? Nope.	June 1	None	['Puerto_Rico']
wast-00219	"During the top-secret drafting process [of the Trans-Pacific Partnership trade deal], 28 trade advisory committees were formed to whisper in the ear of our trade negotiators."	2 pinnochios	 https://www.washingtonpost.com/news/fact-checker/wp/2016/07/18/warrens-claim-that-advisory-committees-formed-during-drafting-of-trans-pacific-partnership/	None	None	Sen. Elizabeth Warren	Michelle Ye Hee Lee	None	Warren's claim that advisory committees \xe2\x80\x98formed' during drafting of Trans-Pacific Partnership	July 18, 2016	None	['None']
wast-00005	"Look at [Richard] Blumenthal. He lied about Vietnam. He didn't just say, \xe2\x80\x98Hey, I went to Vietnam.' No. No. For 15 years, he said he was a war hero, he fought in Da Nang province. We call him \xe2\x80\x98Da Nang Richard.' \xe2\x80\x98Da Nang' \xe2\x80\x94 that's his nickname. \xe2\x80\x98Da Nang.' He never went to Vietnam. And he's up there saying, \xe2\x80\x98We need honesty and we need integrity.' This guy lied when he was the attorney general of Connecticut. He lied. I don't mean a little bit. And then, when he got out \xe2\x80\x94 he actually dropped out of the race, and he won anyway because Democrats always win in Connecticut. He won very close, probably the closest ever. And when he got out and when he apologized, he was crying. The tears were all over the place.	4 pinnochios	 https://www.washingtonpost.com/politics/2018/10/03/president-trumps-second-rant-richard-blumenthal-vietnam/	None	None	Donald Trump	Salvador Rizzo	None	President Trump's 90-second rant on Richard Blumenthal and Vietnam	October 3	None	['Vietnam', 'Connecticut', 'Da_Nang', 'Democratic_Party_(United_States)']
wast-00136	"I think they should give the president a line-item veto. ... Congress could pass a rule, okay, that allows them to do it.	4 pinnochios	 https://www.washingtonpost.com/news/fact-checker/wp/2018/03/27/trump-administration-botches-basic-civics-while-calling-for-line-item-veto/	None	None	Steven Mnuchin	Salvador Rizzo	None	Trump administration botches basic civics while calling for line-item veto	March 27	None	['None']
wast-00065	Farmers have been on a downward trend for 15 years. The price of soybeans has fallen 50% since 5 years before the Election. A big reason is bad (terrible) Trade Deals with other countries. They put on massive Tariffs and Barriers. Canada charges 275% on Dairy. Farmers will WIN!	false	 https://www.washingtonpost.com/news/fact-checker/wp/2018/07/24/over-four-days-false-claims-dominated-trumps-twitter-feed/	None	None	Donald Trump	Salvador Rizzo	None	Over four days, false claims dominated Trump's Twitter feed	July 24	None	['Canada']
wast-00049	ICE is required to fill 34,000 beds with detainees every single night and that number has only been increasing since 2009.	false	 https://www.washingtonpost.com/news/fact-checker/wp/2018/08/10/fact-checking-alexandria-ocasio-cortezs-media-blitz/	None	None	Alexandria Ocasio-Cortez	Glenn Kessler	None	Fact-checking Alexandria Ocasio-Cortez's media blitz	August 10	None	['None']
wast-00021	Kavanaugh might have also misled the Senate by denying any involvement with detainee policies or any knowledge of documents related to a warrantless surveillance program.	3 pinnochios	 https://www.washingtonpost.com/politics/2018/09/17/did-brett-kavanaugh-give-false-testimony-under-oath/	None	None	Patrick J. Leahy	Salvador Rizzo	None	Did Brett Kavanaugh give false testimony under oath?	September 17	None	['None']
wast-00166	I remind you that this Congress impeached a president for something so far less, having nothing to do with his duties as president of the United States.	2 pinnochios	 https://www.washingtonpost.com/news/fact-checker/wp/2017/03/02/pelosis-claim-that-bill-clinton-was-impeached-for-something-so-far-less-than-jeff-sessions/	None	None	Rep. Nancy Pelosi (D-Calif.)	Michelle Ye Hee Lee	None	Nancy Pelosi's claim that Bill Clinton was impeached for \xe2\x80\x98something so far less' than Jeff Sessions	March 2, 2017	None	['United_States', 'United_States_Congress']
wast-00098	"I had a sexual harassment policy when I was governor in the eighties"	3 pinnochios	 https://www.washingtonpost.com/news/fact-checker/wp/2018/06/05/fact-checking-bill-clintons-meltdown-on-nbcs-today-show/	None	None	Bill Clinton	Glenn Kessler	None	Fact-Checking Bill Clinton's meltdown on NBC's \xe2\x80\x98Today Show'	June 5	None	['None']
wast-00085	Crime in Germany is up 10% plus (officials do not want to report these crimes) since migrants were accepted. Others countries are even worse. Be smart America!	4 pinnochios	 https://www.washingtonpost.com/news/fact-checker/wp/2018/06/20/president-trumps-claim-that-crime-is-up-in-germany/	None	None	Donald Trump	Salvador Rizzo	None	President Trump's claim that crime is up in Germany	June 20	None	['Germany', 'United_States']
wast-00028	[Andy Kim] became a national security officer for Republican and Democratic presidents.	2 pinnochios	 https://www.washingtonpost.com/politics/2018/09/10/obama-adviser-running-congress-claims-he-also-worked-bush/	None	None	Campaign ad for Andy Kim	Salvador Rizzo	None	Obama adviser running for Congress claims he also worked for Bush	September 10	None	['Republican_Party_(United_States)', 'Democratic_Party_(United_States)']
wast-00142	"#FISAMemo shows real collusion between Dem operatives & key officials at the FBI & DOJ to spy on the #Trump campaign & interfere in the 2016 election."	4 pinnochios	 https://www.washingtonpost.com/news/fact-checker/wp/2018/02/03/does-the-gop-memo-show-the-fbi-spied-on-the-trump-campaign/	None	None	Raul Labrador	Glenn Kessler	None	Does the GOP memo show the FBI spied on the Trump campaign?	February 3	None	['None']
wast-00192	Under their leadership we've created 15 million new private-sector jobs."	3 pinnochios	 https://www.washingtonpost.com/news/fact-checker/wp/2016/08/22/clintons-misleading-citation-of-15-million-jobs-under-obama/	None	None	Hillary Clinton	Glenn Kessler	None	Clinton's misleading citation of '15 million jobs' under Obama	August 22, 2016	None	['None']
wast-00137	"The mayor of Oakland ... directly threatened the safety of federal immigration officers and the law-abiding Americans in her community."	not the whole story	 https://www.washingtonpost.com/news/fact-checker/wp/2018/03/15/fact-checking-trumps-weekly-address-on-immigrants-crime-and-sanctuary-cities/	None	None	Donald Trump	Salvador Rizzo	None	Fact-checking Trump's weekly address on immigrants, crime and sanctuary cities	March 15	None	['United_States', 'Oakland,_California']
wast-00163	In fact, today, more than 300 people, according to the FBI, who came here as refugees are under an FBI investigation today for potential terrorism-related activities.	3 pinnochios	 https://www.washingtonpost.com/news/fact-checker/wp/2017/03/06/trumps-claim-that-more-than-300-refugees-are-the-subject-of-counterterrorism-investigations/	None	None	Jeff Sessions	Michelle Ye Hee Lee	None	Trump's claim that \xe2\x80\x98more than 300' refugees are subjects of counterterrorism investigations	March 6, 2017	None	['Federal_Bureau_of_Investigation']
wast-00115	The percentage of Americans who live out their religion on a weekly basis \xe2\x80\x94 praying, going to church, reading and believing in the Bible \xe2\x80\x94 has remained remarkably consistent over the decades, even as the population of the United States has grown by leaps and bounds."	2 pinnochios	 https://www.washingtonpost.com/news/fact-checker/wp/2018/05/15/pences-claim-that-religion-in-america-isnt-receding-its-just-the-opposite/	None	None	Mike Pence	Glenn Kessler	None	Pence's claim that \xe2\x80\x98religion in America isn't receding. It's just the opposite'	May 15	None	['United_States', 'Bible']
wast-00002	Dr. Ford's allegation is not merely uncorroborated, it is refuted by the very people she says were there, including by a longtime friend of hers. \xe2\x80\xa6 The witnesses who were there say that it didn't happen.	not the whole story	 https://www.washingtonpost.com/politics/2018/10/05/brett-kavanaughs-testimony-what-was-misleading-what-was-not/	None	None	Brett Kavanaugh	Glenn Kessler	None	Brett Kavanaugh's testimony: What was misleading, what was not	October 5	None	['None']
wast-00193	In Hillary Clinton's America, illegal immigrants \xe2\x80\xa6 [are] collecting Social Security benefits, skipping the line.	4 pinnochios	 https://www.washingtonpost.com/news/fact-checker/wp/2016/08/20/trumps-false-claim-that-undocumented-immigrants-collect-social-security-benefits/	None	None	Donald Trump campaign	Michelle Ye Hee Lee	None	Trump's false claim that undocumented immigrants collect Social Security benefits	August 20, 2016	None	['United_States', 'Hillary_Rodham_Clinton']
wast-00018	"Nothing in the law allows insurance companies to not only to kick you off for preexisting conditions or not accept preexisting conditions but we then put in safeguards to make sure that there's not price discrimination as a result of preexisting conditions.	3 pinnochios	 https://www.washingtonpost.com/politics/2018/09/19/did-house-gop-plan-prevent-price-discrimination-against-people-with-pre-existing-conditions/	None	None	Kevin Cramer	Glenn Kessler	None	Would the House GOP plan have prevented \xe2\x80\x98price discrimination' against people with preexisting conditions?	September 19	None	['None']
wast-00144	"We protect those with preexisting conditions...the protection is absolutely the same."	3 pinnochios	 https://www.washingtonpost.com/news/fact-checker/wp/2017/09/23/sen-cassidys-misleading-claim-that-preexisting-conditions-protection-is-absolutely-the-same/	None	None	Bill Cassidy	Glenn Kessler	None	Sen. Cassidy's misleading claim that preexisting-conditions \xe2\x80\x98protection is absolutely the same'	September 23, 2017	None	['None']
wast-00148	I'll tell you, we're spending a lot of money on the inner cities. We're fixing the inner cities. We're doing far more than anybody's done with respect to the inner cities. It's a priority for me. And it's very important.	4 pinnochios	 https://www.washingtonpost.com/news/fact-checker/wp/2017/08/17/president-trumps-claim-he-has-done-far-more-than-anyone-for-inner-cities/	None	None	Donald Trump	Michelle Ye Hee Lee	None	President Trump's claim that he has done \xe2\x80\x98far more than anyone' for \xe2\x80\x98inner cities'	August 17, 2017	None	['None']
