vees-00196	Sasot in a 17-minute Facebook video the next day slammed Hontiveros:	none	http://verafiles.org/articles/vera-files-fact-check-pro-duterte-bloggers-claim-about-china	Sasot’s claim is inaccurate.	None	None	None	China,sass sasot,nuclear power	VERA FILES FACT CHECK: Pro-Duterte blogger's claim about China nuclear history inaccurate	May 28, 2018	None	['None']
vees-00019	VERA FILES FACT CHECK: Facebook post claiming UN hailed Duterte ‘world’s best president’	fake	http://verafiles.org/articles/vera-files-fact-check-facebook-post-claiming-un-hailed-duter	None	None	None	None	Duterte,fake news	VERA FILES FACT CHECK: Facebook post claiming UN hailed Duterte ‘world’s best president’ FAKE	October 23, 2018	None	['None']
vees-00425	VERA FILES FACT SHEET: At least how many laws are violated in the PNP’s secret jail cell?	none	http://verafiles.org/articles/vera-files-fact-sheet-least-how-many-laws-are-violated-pnps	No.	None	None	None	Philippine National Police,Human rights,Illegal detention,Secret jail	VERA FILES FACT SHEET: At least how many laws are violated in the PNP’s secret jail cell?	May 06, 2017	None	['None']
vees-00233	VERA FILES FACT CHECK: Duterte's evolving stance on 'endo'	none	http://verafiles.org/articles/vera-files-fact-check-dutertes-evolving-stance-endo	None	None	None	None	Duterte,campaign promise,endo	VERA FILES FACT CHECK: Duterte's evolving stance on 'endo'	April 30, 2018	None	['None']
vees-00187	VERA FILES FACT CHECK: Trillanes' suspension is Sotto's 'top priority' as Senate president	fake	http://verafiles.org/articles/vera-files-fact-check-trillanes-suspension-not-sottos-top-pr	None	None	None	None	fake news	VERA FILES FACT CHECK: Trillanes' suspension IS NOT Sotto's 'top priority' as Senate president	June 04, 2018	None	['None']
vees-00387	Filipino connection suspected in string of celebrity death hoaxes	none	http://verafiles.org/articles/filipino-connection-suspected-string-celebrity-death-hoaxes	None	None	None	None	fake news,death hoax	Filipino connection suspected in string of celebrity death hoaxes	August 29, 2017	None	['None']
vees-00509	STATEMENT: In his inaugural address on June 30, President Rodrigo Duterte claimed an “erosion” of trust in government is the real problem confronting the Philippines.	none	http://verafiles.org/articles/so-erosion-faith-and-trust-government	FACT: Contrary to what he claimed in his inaugural address, Duterte starts his term at a time that people have trust in their government, according to surveys. In fact, he is taking off on the heels of one of the most trusted administrations after Martial Law as far as satisfaction ratings are concerned.	None	None	None	fact-check,is that so,trust ratings	Is that so? Erosion of faith and trust in government	July 16, 2016	None	['None']
vees-00226	VERA FILES FACT CHECK: Kuwait DID get on its knees to ask forgiveness from Duterte after diplomatic row	none	http://verafiles.org/articles/vera-files-fact-check-kuwait-did-not-get-its-knees-ask-forgi	None	None	None	None	fake news,kuwait	VERA FILES FACT CHECK: Kuwait DID NOT get on its knees to ask forgiveness from Duterte after diplomatic row	May 03, 2018	None	['Kuwait']
vees-00483	And when he won, Duterte promised he would undergo a “metamorphosis” after taking oath.	none	http://verafiles.org/articles/vera-files-fact-check-has-duterte-kept-his-vow-stop-cursing	None	None	None	None	Duterte,cussing	VERA FILES FACT CHECK: Has Duterte kept his vow to stop cursing?	November 05, 2016	None	['None']
vees-00338	VERA FILES FACT SHEET: Timeline of landmark ASEAN document on migrant workers	none	http://verafiles.org/articles/vera-files-fact-sheet-timeline-landmark-asean-document-migra	None	None	None	None	ASEAN50	VERA FILES FACT SHEET: Timeline of landmark ASEAN document on migrant workers	November 14, 2017	None	['None']
vees-00368	VERA FILES FACT SHEET: Palimbang massacre and Marcos’ other transgressions against the Bangsamoro	none	http://verafiles.org/articles/vera-files-fact-sheet-palimbang-massacre-and-marcos-other-tr	None	None	None	None	Bangsamoro,Martial Law,palimbang massacre	VERA FILES FACT SHEET: Palimbang massacre and Marcos’ other transgressions against the Bangsamoro	September 24, 2017	None	['None']
vees-00218	VERA FILES FACT CHECK: Website posts report rehashing outdated story on plunder case vs Aquino and allies	none	http://verafiles.org/articles/vera-files-fact-check-website-posts-fake-report-rehashing-ou	None	None	None	None	fake news,Aquino,marcos gold	VERA FILES FACT CHECK: Website posts FAKE report rehashing outdated story on plunder case vs Aquino and allies	May 07, 2018	None	['None']
vees-00139	THIS WEEK: Story on Catholic group criticizing Fr. Robert Reyes MISLEADING	misleading	http://verafiles.org/articles/week-fake-news-story-catholic-group-criticizing-fr-robert-re	None	None	None	None	fake news,Fr. Robert Reyes	THIS WEEK IN FAKE NEWS: Story on Catholic group criticizing Fr. Robert Reyes MISLEADING	July 13, 2018	None	['None']
vees-00323	VERA FILES FACT CHECK: Duterte flip-flops on asking for emergency powers	none	http://verafiles.org/articles/vera-files-fact-check-duterte-flip-flops-asking-emergency-po	None	None	None	None	Duterte,emergency powers	VERA FILES FACT CHECK: Duterte flip-flops on asking for emergency powers	December 13, 2017	None	['None']
vees-00087	VERA FILES FACT CHECK: Report on arrested businessman's De Lima 'connection'	misleading	http://verafiles.org/articles/vera-files-fact-check-report-arrested-businessmans-de-lima-c	None	None	None	None	misleading	VERA FILES FACT CHECK: Report on arrested businessman's De Lima 'connection' MISLEADING'	August 29, 2018	None	['None']
vees-00342	In a radio interview Oct. 31, Roque said:	none	http://verafiles.org/articles/vera-files-fact-check-roque-flubs-duterte-survey-ratings	Available data from the Social Weather Stations (SWS) and Pulse Asia, the two research organizations mentioned by Roque, do not support his claim.	None	None	None	Duterte,Harry Roque,surveys	VERA FILES FACT CHECK: Roque flubs Duterte survey ratings	November 10, 2017	None	['None']
vees-00447	On Sunday, at the PICC Grounds in Pasay City, during the 35th Anniversary of the Partido Demokratiko Pilipino (PDP)-Laban, Duterte said:	none	http://verafiles.org/articles/vera-files-fact-check-unlike-chinese-filipinos-not-adept-mat	Is Duterte correct in saying language plays a role in being good at mathematics?	None	None	None	fact-check,Fact check	VERA FILES FACT CHECK: Unlike Chinese, Filipinos not adept at math because of language, says Duterte	March 18, 2017	None	['None']
vees-00035	​VERA FILES FACT SHEET: Uson leaves gov’t with three cases before Ombudsman	none	http://verafiles.org/articles/vera-files-fact-sheet-uson-leaves-govt-three-cases-ombudsman	None	None	None	None	Mocha Uson,drew olivar,sign language,ASL,FSL	​VERA FILES FACT SHEET: Uson leaves gov’t with three cases before Ombudsman	October 03, 2018	None	['None']
vees-00152	VERA FILES FACT CHECK: Report on Recto calling Duterte a 'crazy dog'	false	http://verafiles.org/articles/vera-files-fact-check-report-recto-calling-duterte-crazy-dog	None	None	None	None	false news	VERA FILES FACT CHECK: Report on Recto calling Duterte a 'crazy dog' OLD and FALSE	July 05, 2018	None	['None']
vees-00023	The Youtube channel BITAG OFFICIAL uploaded Oct. 12 a 9-minute clip of Tulfo’s BITAG Live episode that day with the title, “UN chief, pabor sa Drug War ni PDu30! CHR, sampal sa inyo (UN chief, in favor of PDu30’s drug war! CHR, this is a slap to your face)!”	misleading	http://verafiles.org/articles/vera-files-fact-check-ben-tulfos-report-claiming-un-chief-fa	Both the title of the clip and Tulfo’s report are misleading.	None	None	None	United Nations,war on drugs,Benjamin Tulfo,António Guterres	VERA FILES FACT CHECK: Ben Tulfo’s report claiming UN chief ‘in favor of Duterte’s drug war’ MISLEADING	October 18, 2018	None	['None']
vees-00224	VERA FILES FACT CHECK: Website with old story on Pacquiao hospital	none	http://verafiles.org/articles/vera-files-fact-check-website-misleads-old-story-pacquiao-ho	None	None	None	None	false news	VERA FILES FACT CHECK: Website MISLEADS with old story on Pacquiao hospital	May 04, 2018	None	['None']
vees-00371	Uson, threatened with a libel case by Sen. Antonio Trillanes IV, who accused her of spreading fake news about his supposed offshore accounts, responded Sept. 12 through a Facebook video.	none	http://verafiles.org/articles/vera-files-fact-check-use-alleged-not-defense-against-libel	In general, the literal truth or falsity of a libelous statement is immaterial in libel cases.	None	None	None	Mocha Uson,libel	VERA FILES FACT CHECK: Use of ‘alleged’ not a defense against libel	September 19, 2017	None	['None']
vees-00361	VERA FILES FACT SHEET: What is malice in libel cases?	none	http://verafiles.org/articles/vera-files-fact-sheet-what-malice-libel-cases	None	None	None	None	Trillanes,Mocha Uson,libel	VERA FILES FACT SHEET: What is malice in libel cases?	October 02, 2017	None	['None']
vees-00386	VERA FILES FACT SHEET: What is presumption of innocence?	none	http://verafiles.org/articles/vera-files-fact-sheet-what-presumption-innocence	None	None	None	None	Duterte,presumption of innocence,France,Agnes Callamard	VERA FILES FACT SHEET: What is presumption of innocence?	August 30, 2017	None	['None']
vees-00402	VERA FILES FACT CHECK: Duterte on SC's role in martial law	none	http://verafiles.org/articles/vera-files-fact-check-duterte-sc-role-martial-law	None	None	None	None	Duterte,Martial Law,Supreme Court	VERA FILES FACT CHECK: Duterte on SC's role in martial law	July 25, 2017	None	['None']
vees-00180	Duterte, warning he will “make radical changes in the days to come,” upon his arrival from South Korea June 5 said:	none	http://verafiles.org/articles/vera-files-fact-check-duterte-wrong-claim-martial-law-and-na	Instructive of the difference is how the Supreme Court ruled on former president Gloria Macapagal-Arroyo’s Proclamation No. 1017 declaring a state of national emergency in 2006.	None	None	None	Duterte,Martial Law,national emergency	VERA FILES FACT CHECK: Duterte wrong to claim martial law and national emergency are the same	June 08, 2018	None	['South_Korea']
vees-00263	VERA FILES FACT CHECK: Jay Sonza said the price of Jasmine rice went down	none	http://verafiles.org/articles/untvs-jay-sonza-did-not-say-price-jasmine-rice-went-down	None	None	None	None	Duterte,Rice	VERA FILES FACT CHECK: Jay Sonza did not say the price of Jasmine rice went down	April 13, 2018	None	['None']
vees-00018	VERA FILES FACT CHECK: Online post comparing Aquino's and Duterte's transition shelter projects carries	false	http://verafiles.org/articles/vera-files-fact-check-online-post-comparing-aquinos-and-dute	None	None	None	None	false news	VERA FILES FACT CHECK: Online post comparing Aquino's and Duterte's transition shelter projects carries FALSE info	October 23, 2018	None	['None']
vees-00325	VERA FILES FACT SHEET: A brief history of impeachment in the Philippines	none	http://verafiles.org/articles/vera-files-fact-sheet-brief-history-impeachment-philippines-1	None	None	None	None	Duterte,Impeach Duterte,impeachment,sereno	VERA FILES FACT SHEET: A brief history of impeachment in the Philippines	December 11, 2017	None	['None']
vees-00084	VERA FILES FACT CHECK: Report claiming Congress to be 'abolished'	false	http://verafiles.org/articles/vera-files-fact-check-report-claiming-congress-be-abolished	None	None	None	None	false	VERA FILES FACT CHECK: Report claiming Congress to be 'abolished' FALSE	August 30, 2018	None	['None']
vees-00377	THIS WEEK IN FAKE NEWS: Lascanas did say he regrets trusting Trillanes, airstrike video NOT clear if Hapilon is dead	none	http://verafiles.org/articles/week-fake-news-lascanas-did-not-say-he-regrets-trusting-tril	None	None	None	None	Trillanes,Lascanas,Marawi,maute,isnilon hapilon	THIS WEEK IN FAKE NEWS: Lascanas did NOT say he regrets trusting Trillanes, airstrike video NOT clear if Hapilon is dead	September 08, 2017	None	['None']
vees-00485	Asked in a press conference in Beijing on Oct. 19 on how he would enhance the Philippine-China relations, Duterte said the Philippines’ alliance with the West was due to a war propaganda most Filipinos grew up with.	none	http://verafiles.org/articles/vera-files-fact-check-president-duterte-foreign-service-grad	Records obtained by VERA Files showed Duterte is not listed as an AB Foreign Service graduate.	None	None	None	Duterte,foreign service degree	VERA FILES FACT CHECK: Is President Duterte a Foreign Service graduate?	October 29, 2016	None	['Beijing']
vees-00044	VERA FILES FACT CHECK: Report on DotA 2 ban in the Philippines	none	http://verafiles.org/articles/vera-files-fact-check-report-dota-2-ban-philippines-prank	None	None	None	None	fake news	VERA FILES FACT CHECK: Report on DotA 2 ban in the Philippines a PRANK	September 27, 2018	None	['None']
vees-00353	In an Oct. 16 forum in Quezon City, Dela Rosa said:	none	http://verafiles.org/articles/vera-files-fact-check-pnp-chief-dela-rosa-repeats-faulty-def	Dela Rosa must be referring to AO No. 35, signed by former president Aquino in 2012, which created an inter-agency committee on extralegal killings and other human rights violations like enforced disappearances and torture.	None	None	None	EJK,Bato Dela Rosa	​VERA FILES FACT CHECK: PNP Chief Dela Rosa repeats faulty definition of EJKs	October 16, 2017	None	['Quezon_City']
vees-00138	VERA FILES FACT CHECK: Pro-Duterte vlogger makes claim about CHR expenses in online post	misleading	http://verafiles.org/articles/vera-files-fact-check-pro-duterte-vlogger-makes-misleading-c	None	None	None	None	fake news,CHR training expenses	VERA FILES FACT CHECK: Pro-Duterte vlogger makes MISLEADING claim about CHR expenses in online post	July 14, 2018	None	['None']
vees-00082	VERA FILES FACT CHECK: Report claiming Ninoy Aquino reason for martial law declaration	false	http://verafiles.org/articles/vera-files-fact-check-report-claiming-ninoy-aquino-reason-ma	None	None	None	None	false news	VERA FILES FACT CHECK: Report claiming Ninoy Aquino reason for martial law declaration FALSE	August 30, 2018	None	['None']
vees-00449	VERA FILES FACT CHECK: Is Duterte’s popularity rising?	none	http://verafiles.org/articles/vera-files-fact-check-dutertes-popularity-rising	While Duterte’s performance and trust ratings have remained high since he became president, his numbers are virtually the same or have dipped slightly, according to recent surveys.	None	None	None	Duterte,Panelo,SWS,Pulse Asia,Survey	VERA FILES FACT CHECK: Is Duterte’s popularity rising?	February 28, 2017	None	['None']
vees-00488	VERA FILES FACT CHECK: PH-US: Break up or cool off?	none	http://verafiles.org/articles/vera-files-fact-check-ph-us-break-or-cool	None	None	None	None	Duterte China visit,PH-US relations	VERA FILES FACT CHECK: PH-US: Break up or cool off?	October 21, 2016	None	['None']
vees-00257	VERA FILES FACT SHEET: Facebook’s third-party fact-checking program in PH explained	none	http://verafiles.org/articles/vera-files-fact-sheet-facebooks-third-party-fact-checking-pr	None	None	None	None	factcheckph,facebook,third-party fact-checking program	VERA FILES FACT SHEET: Facebook’s third-party fact-checking program in PH explained	April 18, 2018	None	['None']
vees-00347	Aquino DID NOT twit Duterte over killing of terrorists	none	http://verafiles.org/articles/week-fake-news-aquino-did-not-twit-duterte-over-killing-terr	None	None	None	None	Duterte,PNoy,Mamasapano,Marawi city crisis	THIS WEEK IN FAKE NEWS: Aquino DID NOT twit Duterte over killing of terrorists	October 27, 2017	None	['None']
vees-00009	On Oct. 18, a day after he was sworn in as the country’s top diplomat, Locsin posted on his Twitter account:	none	http://verafiles.org/articles/vera-files-fact-check-phs-new-top-diplomat-locsin-makes-wron	Locsin’s claim is wrong.	None	None	None	teddy,locsin,human rights council	VERA FILES FACT CHECK: PH’s top diplomat Locsin makes wrong claim about UN Human Rights Council	October 25, 2018	None	['None']
vees-00272	CNN PH anchor Pinky Webb taking notice Trillanes is crazy	fake	http://verafiles.org/articles/week-fake-news-cnn-ph-anchor-pinky-webb-taking-notice-trilla	None	None	None	None	fake news	THIS WEEK IN FAKE NEWS: CNN PH anchor Pinky Webb taking notice Trillanes is crazy UNTRUE	March 30, 2018	None	['None']
vees-00016	VERA FILES FACT CHECK: Report saying Leni Robredo 'ready to step down from office out of shame'	fake	http://verafiles.org/articles/vera-files-fact-check-report-saying-leni-robredo-ready-step	None	None	None	None	false news	VERA FILES FACT CHECK: Report saying Leni Robredo 'ready to step down from office out of shame' UNTRUE	October 23, 2018	None	['None']
vees-00504	Is that so? Marcosian state secrecy in Duterte’s FOI executive order	none	http://verafiles.org/articles/so-marcosian-state-secrecy-dutertes-foi-executive-order	None	None	None	None	Duterte,FOI,Martial Law	Is that so? Marcosian state secrecy in Duterte’s FOI executive order	August 19, 2016	None	['None']
vees-00292	BUHAY KA PA BA? Portrait of a president as a source of disinformation	none	http://verafiles.org/articles/buhay-ka-pa-ba-portrait-president-source-disinformation	None	None	None	None		BUHAY KA PA BA? Portrait of a president as a source of disinformation	February 13, 2018	None	['None']
vees-00463	In a press briefing held on Thursday in Malacañang, Calida gave the Malacañang Press Corps some “highlights of what we accomplished at the Office of the Solicitor General.”	none	http://verafiles.org/articles/vera-files-fact-check-should-credit-go-calida-winning-west-p	The term “under my watch” or “on one’s watch” connotes that something happened while someone is in charge. (Source: www.dictionary.com)	None	None	None	South China Sea,west philippine sea,calida,solicitor general	VERA FILES FACT CHECK: Should credit go to Calida for winning the West Philippine Sea case?	January 21, 2017	None	['None']
vees-00129	SONA 2017 PROMISE TRACKER: Environment	none	http://verafiles.org/articles/environment	None	None	None	None	Duterte,SONA promise tracker,environment	SONA 2017 PROMISE TRACKER: Environment	July 19, 2018	None	['None']
vees-00334	Bill seeking to criminalize fake news ‘potentially unconstitutional’—advocates	none	http://verafiles.org/articles/bill-seeking-criminalize-fake-news-potentially-unconstitutio	None	None	None	None	Centerlaw,fake news,AFEC-SEA	Bill seeking to criminalize fake news ‘potentially unconstitutional’—advocates	November 22, 2017	None	['None']
vees-00101	Nograles, chair of the House appropriations committee, told reporters Aug. 9 the Philippines needs “practice” and a “transition” phase, and is not ready for the proposed budget system:	none	http://verafiles.org/articles/vera-files-fact-check-nograles-wrong-cash-based-budget	Contrary to Nograles’ claim, the Philippines has already been implementing a key feature of the cash-based budget system for two years.	None	None	None	house of representatives,DBM,Karlo Nograles	VERA FILES FACT CHECK: Nograles wrong on cash-based budget	August 16, 2018	None	['None']
vees-00251	Report claiming Robredo, De Lima’s lies shocked the UN	misleading	http://verafiles.org/articles/week-fake-news-report-claiming-robredo-de-limas-lies-shocked	None	None	None	None	fake news	THIS WEEK IN FAKE NEWS: Report claiming Robredo, De Lima’s lies shocked the UN MISLEADING	April 20, 2018	None	['None']
vees-00407	In a speech in Butuan City on June 17, Duterte promised the military top-tier defense equipment and quality health services, and said:	none	http://verafiles.org/articles/vera-files-fact-check-can-president-order-coa-bypass-govt-bi	The president got three things wrong.	None	None	None	Duterte,commission on audit	VERA FILES FACT CHECK: Can the president order COA to bypass gov't bidding rules?	July 17, 2017	None	['None']
vees-00354	Recent COA report on pork barrel scam involving Pangilinan	none	http://verafiles.org/articles/week-fake-news-there-no-recent-coa-report-pork-barrel-scam-i	None	None	None	None	fake news,sara duterte,kiko pangilinan,liberal party	THIS WEEK IN FAKE NEWS: There is NO recent COA report on pork barrel scam involving Pangilinan	October 13, 2017	None	['None']
vees-00254	VERA FILES FACT CHECK: Report likening Noynoy Aquino to father in opposing Marcos projects	none	http://verafiles.org/articles/vera-files-fact-check-report-likening-noynoy-aquino-father-o	None	None	None	None	Ferdinand Marcos,Ninoy Aquino,Bongbong Marcos,Noynoy Aquino,Dengvaxia	VERA FILES FACT CHECK: Report likening Noynoy Aquino to father in opposing Marcos projects misleading	April 19, 2018	None	['Benigno_Aquino_III', 'Ferdinand_Marcos']
vees-00216	VERA FILES FACT CHECK: Website posts story about Robredo succeeding Duterte	misleading	http://verafiles.org/articles/vera-files-fact-check-website-posts-misleading-story-about-r	None	None	None	None	Leni Robredo,false news	VERA FILES FACT CHECK: Website posts MISLEADING story about Robredo succeeding Duterte	May 08, 2018	None	['None']
vees-00418	​VERA FILES FACT SHEET: Explaining martial law	none	http://verafiles.org/articles/vera-files-fact-sheet-explaining-martial-law	According to Fr. Joaquin G. Bernas, a member of the 1987 Constitutional Commission, martial law is essentially police power borne out of public safety as the main concern.	None	None	None	Martial Law,president duterte	​VERA FILES FACT SHEET: Explaining martial law	May 24, 2017	None	['None']
vees-00167	VERA FILES FACT CHECK: Debunked news on opinion of 'legal expert' about ICC back on social media	fake	http://verafiles.org/articles/vera-files-fact-check-debunked-fake-news-opinion-legal-exper	None	None	None	None	fake news	VERA FILES FACT CHECK: Debunked FAKE NEWS on opinion of 'legal expert' about ICC back on social media	June 22, 2018	None	['None']
vees-00060	VERA FILES FACT CHECK: Stephen Curry called Filipinos 'stupid' for voting for Duterte	fake	http://verafiles.org/articles/vera-files-fact-check-stephen-curry-did-not-call-filipinos-s	None	None	None	None	Duterte,fake news,stephen curry,stupid	VERA FILES FACT CHECK: Stephen Curry DID NOT call Filipinos 'stupid' for voting for Duterte	September 14, 2018	None	['None']
vees-00243	The transcript of Robredo’s speech uploaded on the Office of the Vice President website reads:	none	http://verafiles.org/articles/vera-files-fact-check-robredo-flubs-poverty-and-political-dy	Mendoza’s presentation as resource person in a Feb. 15 Senate committee hearing on anti-political dynasty bills, forwarded to the media by the office of Sen. Francis Pangilinan, chair of the committee on electoral reforms and people’s participation, does not support the claim.	None	None	None	Leni Robredo,poverty,political dynasty	VERA FILES FACT CHECK: Robredo flubs poverty and political dynasty data	April 25, 2018	None	['None']
vees-00456	The President’s “story”:	none	http://verafiles.org/articles/vera-files-fact-check-was-dutertes-chest-pain-check-just-sto	Cardinal Santos Medical Center's website lists Dr. Agnes del Rosario as among its cardiologists. She is the only del Rosario in the hospital’s list of cardiologists. Duterte had referred to his doctor as a “she.”	None	None	None	Duterte,fact-check,Fact check,health,andanar	VERA FILES FACT CHECK: Was Duterte’s chest pain checkup ‘just a story’?	February 10, 2017	None	['None']
vees-00014	VERA FILES FACT: Report about Austrian firm hailing Duterte as 'world's best president'	fake	http://verafiles.org/articles/vera-files-fact-report-about-austrian-firm-hailing-duterte-w	None	None	None	None	fake news,world's best president	VERA FILES FACT: Report about Austrian firm hailing Duterte as 'world's best president' FAKE NEWS	October 23, 2018	None	['Austria']
vees-00294	​New study says fake news production goes beyond money	none	http://verafiles.org/articles/new-study-says-fake-news-production-goes-beyond-money	None	None	None	None	fake news,disinformation architects,Jonathan Ong,Jason Cabañes	​New study says fake news production goes beyond money	February 06, 2018	None	['None']
vees-00310	In a speech Aug. 29, Duterte announced the creation of the Presidential Anti-Corruption Commission (PACC):	none	http://verafiles.org/articles/vera-files-fact-check-anti-graft-body-not-operation-five-mon	PACC is not yet in operation, Palace spokesperson Harry Roque in a media briefing Jan. 9, said:	None	None	None	Duterte,Harry Roque,corruption	VERA FILES FACT CHECK: Anti-graft body not in operation five months since Duterte’s urgent vow	January 11, 2018	None	['None']
vees-00405	VERA FILES FACT SHEET: Commander Digong in uniform and the AFP Uniform Code	none	http://verafiles.org/articles/vera-files-fact-sheet-commander-digong-uniform-and-afp-unifo	None	None	None	None	Duterte,AFP uniform code,factcheckph	VERA FILES FACT SHEET: Commander Digong in uniform and the AFP Uniform Code	July 20, 2017	None	['None']
vees-00350	In a Senate committee hearing on fake news earlier this month, right of reply was discussed, and Poe said:	none	http://verafiles.org/articles/vera-files-fact-check-poe-rethinks-right-reply-stand	None	None	None	None	FOI,Grace Poe,flip flop,Poe,Senate,Right of reply	VERA FILES FACT CHECK: Poe rethinks right of reply stand	October 20, 2017	None	['None']
vees-00481	VERA FILES FACT CHECK: Marcos’ sins not yet proven in court?	none	http://verafiles.org/articles/vera-files-fact-check-marcos-sins-not-yet-proven-court	Contrary to what Duterte said, human rights violations committed during the Marcos regime have been explicitly discussed in several rulings of the high court and also institutionalized by law.	None	None	None	Duterte,Marcos,Martial Law,Ill-gotten wealth,plunder	VERA FILES FACT CHECK: Marcos’ sins not yet proven in court?	November 09, 2016	None	['None']
vees-00460	In a heated debate with National Youth Commission Chair Aiza Seguerra over the government’s planned distribution of condoms in schools, Sotto said:	none	http://verafiles.org/articles/vera-files-fact-check-are-condoms-just-birth-control	Over the years, several studies and worldwide health institutions have backed the effectivity of correct and consistent condom use in preventing HIV.	None	None	None	who,Sotto,Seguerra,DOH,HIV,AIDS,Contraception,Condom	VERA FILES FACT CHECK: Are condoms just for birth control?	January 25, 2017	None	['None']
vees-00497	VERA FILES FACT CHECK: No shoot-to-kill order from Duterte?	none	http://verafiles.org/articles/vera-files-fact-check-no-shoot-kill-order-duterte	None	None	None	None	Duterte,Killings,United Nations	VERA FILES FACT CHECK: No shoot-to-kill order from Duterte?	September 17, 2016	None	['None']
